,course_name,skill_label
40,"Betreuungskraft gem. §§ 43b, 53c SGB XI (berufsbegleitend)",Krankenpflegekräfte beaufsichtigen
41,"Betreuungskraft gem. §§ 43b, 53c SGB XI (berufsbegleitend)",Betreuungspersonen für Kinder am Drehort bereitstellen
42,"Betreuungskraft gem. §§ 43b, 53c SGB XI (berufsbegleitend)",unter Aufsicht in der Pflege arbeiten
43,"Betreuungskraft gem. §§ 43b, 53c SGB XI (berufsbegleitend)",Gesundheits- und Sicherheitsvorkehrungen bei der Tätigkeit in den sozialen Diensten folgen
44,Demenz und Recht: Rechtssicheres Handeln zwischen Freiheit und Sicherheit ,Bedürfnisse der Opfer von Straftaten
45,Demenz und Recht: Rechtssicheres Handeln zwischen Freiheit und Sicherheit ,Ersthilfe anwenden
46,Demenz und Recht: Rechtssicheres Handeln zwischen Freiheit und Sicherheit ,über Krankheitspräventionen informieren
47,Demenz und Recht: Rechtssicheres Handeln zwischen Freiheit und Sicherheit ,bei der Verabreichung von Medikamenten an ältere Personen assistieren
48,Demenz und Recht: Rechtssicheres Handeln zwischen Freiheit und Sicherheit ,Palliativpflege anbieten
49,Dienstplangestaltung,Fehlzeiten von Personal überwachen
50,Dienstplangestaltung,Zeitabläufe in der Forstwirtschaft managen
51,Dienstplangestaltung,Abteilungszeitplan für das Personal bereitstellen
52,Dienstplangestaltung,Freizeitaktivitäten fördern
53,Dienstplangestaltung,bei der Durchführung von Arbeit Zeitzonen berücksichtigen
54,Einführung in die Biografiearbeit mit alten Menschen,aufgezeichnete Quellen analysieren
55,Entbürokratisierung in der Pflege - SIS verstehen und anwenden,einen ganzheitlichen Ansatz in der Pflege anwenden
56,Entbürokratisierung in der Pflege - SIS verstehen und anwenden,szenische Elemente während der Aufführung ändern
57,Entbürokratisierung in der Pflege - SIS verstehen und anwenden,sich kritisch mit Problemen auseinandersetzen
58,Entbürokratisierung in der Pflege - SIS verstehen und anwenden,klinisches Denken anwenden
59,Entbürokratisierung in der Pflege - SIS verstehen und anwenden,Fragen in Bezug auf Dokumente stellen
60,Expertenstandard - Was gibt es Neues?,andere Angehörige der Gesundheitsberufe betreuen
61,Expertenstandard - Was gibt es Neues?,medizinisches Personal hinsichtlich der Ernährung unterrichten
62,Expertenstandard - Was gibt es Neues?,Personen in der Fachkrankenpflege ausbilden
63,Expertenstandard - Was gibt es Neues?,professionelle Netzwerke aufbauen
64,Expertenstandard - Was gibt es Neues?,Qualität von Pflegedienstleistungen analysieren
65,"Fachkraft für gerontopsychiatrische Betreuung und Pflege (zertifiziert, berufsbegleitend)",Fachdienste in der klinischen Psychologie
66,"Fachkraft für gerontopsychiatrische Betreuung und Pflege (zertifiziert, berufsbegleitend)",Psychologen/Psychologinnen assistieren
67,"Fachkraft für gerontopsychiatrische Betreuung und Pflege (zertifiziert, berufsbegleitend)",ein psychotherapeutisches Umfeld zur Verfügung stellen
68,"Fachkraft für gerontopsychiatrische Betreuung und Pflege (zertifiziert, berufsbegleitend)",Bedingungen für die berufliche Praxis der Gesundheitspsychologie
69,"Fachkraft für gerontopsychiatrische Betreuung und Pflege (zertifiziert, berufsbegleitend)",auf Heilhilfsberufe angewandte Sozialwissenschaften
70,Gerontopsychiatrische Grundlagen - Möglichkeiten personenzentrierter Kommunikation mit psychisch veränderten alten Menschen,Kommunikationsstörungen
71,Gerontopsychiatrische Grundlagen - Möglichkeiten personenzentrierter Kommunikation mit psychisch veränderten alten Menschen,Autismus
72,Gerontopsychiatrische Grundlagen - Möglichkeiten personenzentrierter Kommunikation mit psychisch veränderten alten Menschen,Diagnose psychischer Gesundheitsprobleme
73,Gerontopsychiatrische Grundlagen - Möglichkeiten personenzentrierter Kommunikation mit psychisch veränderten alten Menschen,bei Kommunikationsstörungen beraten
74,Gerontopsychiatrische Grundlagen - Möglichkeiten personenzentrierter Kommunikation mit psychisch veränderten alten Menschen,Erkrankungen älterer Menschen behandeln
75,Hygienebeauftragte/-r in der Kita,Parasitologie
76,Hygienebeauftragte/-r in der Kita,pathogene Mikroorganismen
77,Hygienebeauftragte/-r in der Kita,medizinische Instrumente sterilisieren
78,Hygienebeauftragte/-r in der Kita,klinische Mikrobiologie
79,Hygienebeauftragte/-r in der Kita,"Mikrobiologie, Virologie und Infektionsepidemiologie"
80,Hygienebeauftragte/-r in der Kita - Online-Seminar,medizinische Instrumente sterilisieren
81,Hygienebeauftragte/-r in der Pflege - kompakt (berufsbegleitend),Hygiene sicherstellen
82,Hygienebeauftragte/-r in der Pflege - kompakt (berufsbegleitend),Hygiene im Gesundheitsbereich
83,Hygienebeauftragte/-r in der Pflege - kompakt (berufsbegleitend),medizinische Instrumente sterilisieren
84,Hygienebeauftragte/-r in der Pflege - kompakt (berufsbegleitend),Tierhygienepraktiken anwenden
85,Hygienebeauftragte/-r in der Pflege - kompakt (berufsbegleitend),Hygienestandards durchsetzen
86,Klangtherapie (nach Peter Hess) in der Arbeit mit demenziell erkrankten Menschen,musiktherapeutische Gruppensitzungen organisieren
87,Klangtherapie (nach Peter Hess) in der Arbeit mit demenziell erkrankten Menschen,Musikrepertoire für Therapiezwecke aufführen
88,Klangtherapie (nach Peter Hess) in der Arbeit mit demenziell erkrankten Menschen,in den Gebrauch von Hörhilfen einweisen
89,Klangtherapie (nach Peter Hess) in der Arbeit mit demenziell erkrankten Menschen,Termine bei Hörakustikern oder -akustikerinnen vereinbaren
90,Kommunikation mit Sterbenden und deren Angehörigen: Zuhören - Reden - Verstehen,Kommunikation bei Grubenunfällen koordinieren
91,Kommunikation mit Sterbenden und deren Angehörigen: Zuhören - Reden - Verstehen,Mit Nutzern kommunizieren um Bedarfe zu erfassen
92,Kommunikation mit Sterbenden und deren Angehörigen: Zuhören - Reden - Verstehen,Informationsbedarf ermitteln
93,Kommunikation mit Sterbenden und deren Angehörigen: Zuhören - Reden - Verstehen,Nutzer/Nutzerinnen der sozialen Dienste bei bestimmten Kommunikationsbedarf unterstützen
94,Kommunikation mit Sterbenden und deren Angehörigen: Zuhören - Reden - Verstehen,therapeutische Kommunikationstechniken einsetzen
95,Konflikte im Team - praktische Lösungsmöglichkeiten,Konflikte lösen
96,Konflikte im Team - praktische Lösungsmöglichkeiten,Konfliktmanagement
97,Konflikte im Team - praktische Lösungsmöglichkeiten,Kunden/Kundinnen bei Entscheidungen während Beratungsgesprächen helfen
98,Konflikte im Team - praktische Lösungsmöglichkeiten,Sozialmediation
99,Konflikte im Team - praktische Lösungsmöglichkeiten,Kontakte zu Kollegen pflegen
100,Leitung einer Station im Krankenhaus bzw. eines Wohnbereiches in einer Pflegeeinrichtung (berufsbegleitend),Sicherheitstätigkeiten in Krankenhäusern ausüben
101,Leitung einer Station im Krankenhaus bzw. eines Wohnbereiches in einer Pflegeeinrichtung (berufsbegleitend),Pflegeleistungen in kommunalen Einrichtungen erbringen
102,Leitung einer Station im Krankenhaus bzw. eines Wohnbereiches in einer Pflegeeinrichtung (berufsbegleitend),Pflege für stationär aufgenommene Tiere bereitstellen
103,Leitung einer Station im Krankenhaus bzw. eines Wohnbereiches in einer Pflegeeinrichtung (berufsbegleitend),Krankenpflegekräfte beaufsichtigen
104,Leitung einer Station im Krankenhaus bzw. eines Wohnbereiches in einer Pflegeeinrichtung (berufsbegleitend),medizinisches Personal hinsichtlich der Ernährung unterrichten
105,Logopäde/-in,die psychologische Auswirkung von Sprachstörungen bewerten
106,Logopäde/-in,Sprachstörungen behandeln
107,Logopäde/-in,Autismus
108,Mitarbeitergespräche erfolgreich führen,auf Vorstellungsgespräch vorbereiten
109,Mitarbeitergespräche erfolgreich führen,Mitarbeiter/Mitarbeiterinnen coachen
110,Mitarbeitergespräche erfolgreich führen,Mitarbeiter und Mitarbeiterinnen motivieren
111,Mitarbeitergespräche erfolgreich führen,Kontakte zu Kollegen pflegen
112,Mitarbeitergespräche erfolgreich führen,Fortschritte innerhalb des künstlerischen Teams bewerten
113,Palliative Care (berufsbegleitend)	,Krankenpflegekräfte beaufsichtigen
114,Palliative Care (berufsbegleitend)	,über Palliativpflege informieren
115,Palliative Care (berufsbegleitend)	,Mitarbeiterführung in der Krankenpflege
116,Palliative Care (berufsbegleitend)	,Palliativpflege anbieten
117,Palliative Care (berufsbegleitend)	,Pflege für stationär aufgenommene Tiere bereitstellen
118,Palliativpflege bei Demenz,Palliativpflege anbieten
119,Palliativpflege bei Demenz,über Palliativpflege informieren
120,Pflegedokumentation für Pflegehilfskräfte,Rechtsdokumente zusammenstellen
121,Pflegedokumentation für Pflegehilfskräfte,Validierung des durch Freiwilligenarbeit erworbenen Wissens
122,Pflegedokumentation für Pflegehilfskräfte,Fragen in Bezug auf Dokumente stellen
123,Pflegedokumentation für Pflegehilfskräfte,zur Überprüfung von Krankenakten beitragen
124,Pflegedokumentation für Pflegehilfskräfte,Archiv leiten
125,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 1 ""Führungsverständnis entwickeln""",in interdisziplinären Teams des Gesundheitswesens arbeiten
126,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 1 ""Führungsverständnis entwickeln""",ein Team leiten
127,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 1 ""Führungsverständnis entwickeln""",chiropraktisches Personal leiten
128,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 1 ""Führungsverständnis entwickeln""",Mitarbeiterführung in der Krankenpflege
129,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 1 ""Führungsverständnis entwickeln""",Pflege koordinieren
130,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 1 ""Konfliktmanagement für Führungskräfte""",in interdisziplinären Teams des Gesundheitswesens arbeiten
131,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 1 ""Konfliktmanagement für Führungskräfte""",ein Team leiten
132,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 1 ""Konfliktmanagement für Führungskräfte""",ein interdisziplinäres Team bei der Versorgung von Patienten/Patientinnen leiten
133,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 1 ""Konfliktmanagement für Führungskräfte""",Pflege koordinieren
134,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 1 ""Konfliktmanagement für Führungskräfte""",in interdisziplinären Teams der Notfallversorgung arbeiten
135,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 2 ""Kommunikationstraining""",ein Team leiten
136,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 2 ""Kommunikationstraining""",ein interdisziplinäres Team bei der Versorgung von Patienten/Patientinnen leiten
137,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 2 ""Kommunikationstraining""",in interdisziplinären Teams des Gesundheitswesens arbeiten
138,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 2 ""Kommunikationstraining""",chiropraktisches Personal leiten
139,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 2 ""Kommunikationstraining""",Pflege koordinieren
140,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 3 ""Teams erfolgreich leiten und führen""",ein Team leiten
141,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 3 ""Teams erfolgreich leiten und führen""",in interdisziplinären Teams des Gesundheitswesens arbeiten
142,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 3 ""Teams erfolgreich leiten und führen""",ein interdisziplinäres Team bei der Versorgung von Patienten/Patientinnen leiten
143,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 3 ""Teams erfolgreich leiten und führen""",chiropraktisches Personal leiten
144,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 3 ""Teams erfolgreich leiten und führen""",Pflege koordinieren
145,"Pflichtfortbildung für Betreuungskräfte gemäß §§ 43b, 53c SGB XI (ehem. § 87b) Angebot A	",professionelles Pilates-Verhalten an den Tag legen
146,"Pflichtfortbildung für Betreuungskräfte gemäß §§ 43b, 53c SGB XI (ehem. § 87b) Angebot A	",auf Vorstellungsgespräch vorbereiten
147,"Pflichtfortbildung für Betreuungskräfte gemäß §§ 43b, 53c SGB XI (ehem. § 87b) Angebot A	",Team für Sprechen und Sprache beaufsichtigen
148,"Pflichtfortbildung für Betreuungskräfte gemäß §§ 43b, 53c SGB XI (ehem. § 87b) Angebot A	",professionelle Einstellung zum Kunden an den Tag legen
149,"Pflichtfortbildung für Betreuungskräfte gemäß §§ 43b, 53c SGB XI (ehem. § 87b) Angebot A	",mit pädagogischem Betreuungspersonal zusammenarbeiten
150,"Pflichtfortbildung für Betreuungskräfte gemäß §§ 43b, 53c SGB XI (ehem. § 87b) Angebot B","eine sichere Umgebung schaffen, um Teilnehmern/Teilnehmerinnen ein ungezwungenes Umfeld zu schaffen"
151,"Praxisanleiter/-in (300 Unterrichtsstunden, zertifiziert, berufsbegleitend)",Krankenpflegekräfte beaufsichtigen
152,"Qualifizierungslehrgang - Techniken der Behandlungspflege für Pflegehelfer/-innen (40 U.-Std.) gemäß §§ 132,132a SGBV (berufsbegleitend)",Krankenpflegekräfte beaufsichtigen
153,"Qualifizierungslehrgang - Techniken der Behandlungspflege für Pflegehelfer/-innen (40 U.-Std.) gemäß §§ 132,132a SGBV (berufsbegleitend)",Krankenpflege bewerten
154,"Qualifizierungslehrgang - Techniken der Behandlungspflege für Pflegehelfer/-innen (40 U.-Std.) gemäß §§ 132,132a SGBV (berufsbegleitend)",spezielle Techniken des ärztlichen Hilfspersonals in der nicht stationären Pflege anwenden
155,"Qualitätsmanagementbeauftragte/r in der Pflege (164 Stunden, berufsbegleitend)",Personal in der Qualitätssicherung bei Telefongesprächen schulen
156,Refresher für Hygienebeauftragte + zweistündige Notfallschulung,pathogene Mikroorganismen
157,Refresher für Hygienebeauftragte + zweistündige Notfallschulung,medizinische Instrumente sterilisieren
158,Refresher für Hygienebeauftragte + zweistündige Notfallschulung,auf allergische Reaktionen auf Betäubungsmittel hinweisen
159,Refresher für Hygienebeauftragte + zweistündige Notfallschulung,Hygienestandards durchsetzen
160,Refresher für Hygienebeauftragte + zweistündige Notfallschulung,klinische Mykologie
161,Religiös empfindende Menschen an ihrem Lebensende begleiten,Angehörige religiöser Berufsgruppen ausbilden
162,Religiös empfindende Menschen an ihrem Lebensende begleiten,religiöse Missionsarbeit durchführen
163,Schluckstörungen im Alter,Schluckstörungen behandeln
164,Sprach- und Sprechstörungen - besondere Herausforderungen in der Pflege,Sprachstörungen behandeln
165,Sprach- und Sprechstörungen - besondere Herausforderungen in der Pflege,Sprachstörungen diagnostizieren
166,Sprach- und Sprechstörungen - besondere Herausforderungen in der Pflege,Patienten/Patientinnen zur Verbesserung des Sprechvermögens beraten
167,Sprach- und Sprechstörungen - besondere Herausforderungen in der Pflege,mit Traumapatienten/Traumapatientinnen umgehen
168,Sprach- und Sprechstörungen - besondere Herausforderungen in der Pflege,Oraldolmetschen
169,Stressmanagement mit Humor und Resilienz - Online-Seminar,Stress in Organisationen bewältigen
170,Tiergestützte Therapie in der Altenpflege bei Menschen mit Demenz,tiergestützte Therapie
171,Tiergestützte Therapie in der Altenpflege bei Menschen mit Demenz,therapeutische Kommunikationstechniken einsetzen
172,Tiergestützte Therapie in der Altenpflege bei Menschen mit Demenz,Pflege für stationär behandelte Tiere
173,Tiergestützte Therapie in der Altenpflege bei Menschen mit Demenz,tierärztliche Kunden/Kundinnen betreuen
174,Tiergestützte Therapie in der Altenpflege bei Menschen mit Demenz,Tiere für Therapiezwecke ausbilden
175,Trommeln in der Sterbebegleitung,Trommelarten
176,"Umgang mit Aggression, Angst und Depression in der Gerontopsychiatrie",psychiatrische Symptome diagnostizieren
177,"Umgang mit Aggression, Angst und Depression in der Gerontopsychiatrie",auf extreme Emotionen von Nutzern/Nutzerinnen des Gesundheitssystems reagieren
178,"Umgang mit Aggression, Angst und Depression in der Gerontopsychiatrie",psychische Störungen diagnostizieren
179,"Umgang mit Aggression, Angst und Depression in der Gerontopsychiatrie",klinische psychologische Diagnostik anbieten
180,"Umgang mit Aggression, Angst und Depression in der Gerontopsychiatrie",chronisch Kranke psychologisch behandeln
181,Umgang mit Angehörigen von Menschen mit Demenz,Patienten/Patientinnen mit besonderen Bedürfnissen unterstützen
182,Umgang mit Angehörigen von Menschen mit Demenz,andere Angehörige der Gesundheitsberufe betreuen
183,Umgang mit Angehörigen von Menschen mit Demenz,therapeutische Kommunikationstechniken einsetzen
184,Umgang mit Angehörigen von Menschen mit Demenz,Fremdsprachen in der Betreuung von Patienten/Patientinnen verwenden
185,Umgang mit Angehörigen von Menschen mit Demenz,Krankenpflegeinformationen zum Gesundheitswesen vermitteln
186,Validation - Kommunikation mit demenzerkrankten Menschen,Anweisungen im Sport geben
187,Validation - Kommunikation mit demenzerkrankten Menschen,harmonisches Verhältnis zu Kunden aufbauen
188,Validation - Kommunikation mit demenzerkrankten Menschen,Studierende bewerten
189,Validation - Kommunikation mit demenzerkrankten Menschen,Nutzer/Nutzerinnen der sozialen Dienste bei bestimmten Kommunikationsbedarf unterstützen
190,Validation - Kommunikation mit demenzerkrankten Menschen,Qualitätsstandards in der Jugendarbeit anwenden
191,"Verantwortliche Pflegefachkraft für die ambulante und stationäre Pflege (zertifiziert, berufsbegleitend)",unter Aufsicht in der Pflege arbeiten
192,"Verantwortliche Pflegefachkraft für die ambulante und stationäre Pflege (zertifiziert, berufsbegleitend)",mit Krankenpflegepersonal arbeiten
193,"Verantwortliche Pflegefachkraft für die ambulante und stationäre Pflege (zertifiziert, berufsbegleitend)",in interdisziplinären Teams der Notfallversorgung arbeiten
194,"Verantwortliche Pflegefachkraft für die ambulante und stationäre Pflege (zertifiziert, berufsbegleitend)",Mitarbeiterführung in der Krankenpflege
195,"Verantwortliche Pflegefachkraft für die ambulante und stationäre Pflege (zertifiziert, berufsbegleitend)",Krankenpflegekräfte beaufsichtigen
196,AutoCAD - Grundkurs,CADD-Software
197,AutoCAD - Grundkurs,CAD-Technik für Absätze verwenden
198,AutoCAD - Grundkurs,CAD-Technik für Sohlen verwenden
199,AutoCAD - Grundkurs,2D-CAD-Technik bei der Erstellung von Mustern für Schuhwerk einsetzen
200,AutoCAD - Grundkurs,3D-CAD-Schuhprototypen entwerfen
201,Basiskurs Pflege,Grundlagen der Krankenpflege vermitteln
202,Basiskurs Pflege,Lebensmittelwissenschaften lehren
203,Basiskurs Pflege,medizinisches Personal hinsichtlich der Ernährung unterrichten
204,Basiskurs Pflege,Fell von Tieren pflegen
205,Basiskurs Pflege,die Grundlagen der Krankenpflege umsetzen
206,Berufsstart für Migranten und Migrantinnen,für Sicherheit in Haftanstalten sorgen
207,Berufsstart für Migranten und Migrantinnen,Einwanderungsrecht anwenden
208,Berufsstart für Migranten und Migrantinnen,Einwanderungsrecht
209,Berufsstart für Migranten und Migrantinnen,Zugang zu Diensten ermöglichen
210,Berufsstart für Migranten und Migrantinnen,Arbeitsanweisungen für Hebetätigkeiten verstehen
211,"Betreuungskräfte nach §§ 43b, 53c SGB XI",mit psychologischen Verhaltensmustern arbeiten
212,"Betreuungskräfte nach §§ 43b, 53c SGB XI","Prozesse, die die Gesundheitsversorgung beeinflussen, analysieren"
213,"Betreuungskräfte nach §§ 43b, 53c SGB XI",auf Heilhilfsberufe angewandte Sozialwissenschaften
214,"Betreuungskräfte nach §§ 43b, 53c SGB XI",Verhaltensneurologie
215,"Betreuungskräfte nach §§ 43b, 53c SGB XI",interdisziplinäre Kommunikation im psychosozialen Bereich
216,Blickpunkt Pflege,Patienten/Patientinnen mit besonderen Bedürfnissen unterstützen
217,Blickpunkt Pflege,Krankenpflegekräfte beaufsichtigen
218,Blickpunkt Pflege,besonderen Patientengruppen Pflege zuteilwerden lassen
219,Blickpunkt Pflege,Computerprogramme zur Verbesserung der Fähigkeiten von Patienten/Patientinnen einsetzen
220,Blickpunkt Pflege,chronisch Kranke psychologisch behandeln
221,CAD Fachkraft im Rahmen des Modulsystems Fertigungstechnik,CAD-Technik für Absätze verwenden
222,CAD Fachkraft im Rahmen des Modulsystems Fertigungstechnik,CAD-Technik für Sohlen verwenden
223,CAD Fachkraft im Rahmen des Modulsystems Fertigungstechnik,3D-CAD-Schuhprototypen entwerfen
224,CAD Fachkraft im Rahmen des Modulsystems Fertigungstechnik,2D-CAD-Technik bei der Erstellung von Mustern für Schuhwerk einsetzen
225,CAD Fachkraft im Rahmen des Modulsystems Fertigungstechnik,CADD-Software
226,Englisch für Anfänger,Englisch sprechen
227,Englisch für Anfänger,gesprochenes Englisch verstehen
228,Englisch für Anfänger,Englisch als Fremdsprache unterrichten
229,Englisch für Anfänger,EFL-Alphabetisierungskurs unterrichten
230,Englisch für Anfänger,Englisch schreiben
231,"Hausmeister/ -in, Hauswart/ -in, Haustechniker/ -in",Umweltbedingungen von Gewächshäusern koordinieren
232,"Hausmeister/ -in, Hauswart/ -in, Haustechniker/ -in",Kunden und Kundinnen über Baustoffe informieren
233,"Hausmeister/ -in, Hauswart/ -in, Haustechniker/ -in",Gesundheitsschutz- und Sicherheitsvorkehrungen im Bauwesen beachten
234,"Hausmeister/ -in, Hauswart/ -in, Haustechniker/ -in",ressourceneffiziente Technologien im Gastgewerbe einsetzen
235,"Hausmeister/ -in, Hauswart/ -in, Haustechniker/ -in",Oberflächen während der Bauarbeiten schützen
236,Mechatronische Systeme im Rahmen des Modulsystems Fertigungstechnik,mechatronische Einheiten zusammenbauen
237,Mechatronische Systeme im Rahmen des Modulsystems Fertigungstechnik,Industrietechnik bedienen
238,Mechatronische Systeme im Rahmen des Modulsystems Fertigungstechnik,mikroelektronische mechanische Systeme
239,Mechatronische Systeme im Rahmen des Modulsystems Fertigungstechnik,Robotikkomponenten
240,Mechatronische Systeme im Rahmen des Modulsystems Fertigungstechnik,Landvermessungen durchführen
241,Motorsägekurs für Brennholzselbsterwerber,Nutzholz mit Maschinen mit Handvorschub verarbeiten
242,Motorsägekurs für Brennholzselbsterwerber,Feuer machen
243,Motorsägekurs für Brennholzselbsterwerber,Ausreißen bei der Holzverarbeitung verhindern
244,Motorsägekurs für Brennholzselbsterwerber,Holzhackmaschinenarten
245,Motorsägekurs für Brennholzselbsterwerber,Autogen-Brennschneidemaschine bedienen
246,"Praxisnahe berufliche Weiterbildung für soziale Dienste, Hauskranken- und Altenpflege mit Erwerb des Führerscheins Klasse B",Bedingungen für die berufliche Praxis der Gesundheitspsychologie
247,"Praxisnahe berufliche Weiterbildung für soziale Dienste, Hauskranken- und Altenpflege mit Erwerb des Führerscheins Klasse B",Bedingungen für die berufliche Praxis der klinischen Psychologie
