,course_name,skill_label
63,Refresher für Hygienebeauftragte - Online-Seminar,Parasitologie
64,Sprach- und Sprechstörungen - besondere Herausforderungen in der Pflege,Erste Hilfe
65,Stressmanagement mit Humor und Resilienz - Online-Seminar,andere führen
66,Tiergestützte Therapie in der Altenpflege bei Menschen mit Demenz,tiergestützte Therapie
67,Umgang mit Angehörigen von Menschen mit Demenz,Beratung
68,Umgang mit Angehörigen von Menschen mit Demenz,Kommunikation
69,Validation - Kommunikation mit demenzerkrankten Menschen,Kommunikation
70,"Verantwortliche Pflegefachkraft für die ambulante und stationäre Pflege (zertifiziert, berufsbegleitend)",Mitarbeiter führen
71,"Verantwortliche Pflegefachkraft für die ambulante und stationäre Pflege (zertifiziert, berufsbegleitend)",andere führen
72,"Verantwortliche Pflegefachkraft für die ambulante und stationäre Pflege (zertifiziert, berufsbegleitend)",betriebswirtschaftliche Grundsätze
73,"Verantwortliche Pflegefachkraft für die ambulante und stationäre Pflege (zertifiziert, berufsbegleitend)",Personalmanagement
74,"Verantwortliche Pflegefachkraft für die ambulante und stationäre Pflege (zertifiziert, berufsbegleitend)",Öffentlichkeitsarbeit
75,"Verantwortliche Pflegefachkraft für die ambulante und stationäre Pflege (zertifiziert, berufsbegleitend)",Strafrecht
76,"Verantwortliche Pflegefachkraft für die ambulante und stationäre Pflege (zertifiziert, berufsbegleitend)",Kommunikation
77,"Verantwortliche Pflegefachkraft für die ambulante und stationäre Pflege (zertifiziert, berufsbegleitend)",Soziologie
78,AutoCAD - Grundkurs,Erste Hilfe
79,Berufsstart für Migranten und Migrantinnen,Deutsch
80,Berufsstart für Migranten und Migrantinnen,Arbeitsmarkt
81,Berufsstart für Migranten und Migrantinnen,Arbeitsrecht
82,"Betreuungskräfte nach §§ 43b, 53c SGB XI",Kommunikation
83,CAD Fachkraft im Rahmen des Modulsystems Fertigungstechnik,Kommunikation
84,CAD Fachkraft im Rahmen des Modulsystems Fertigungstechnik,technische Zeichnungen
85,CAD Fachkraft im Rahmen des Modulsystems Fertigungstechnik,Erste Hilfe
86,CAD Fachkraft im Rahmen des Modulsystems Fertigungstechnik,Maschinenbau
87,Englisch für Anfänger,Englisch
88,Englisch für Anfänger,andere führen
89,"Hausmeister/ -in, Hauswart/ -in, Haustechniker/ -in",Elektrotechnik
90,Mechatronische Systeme im Rahmen des Modulsystems Fertigungstechnik,Elektrotechnik
91,Mechatronische Systeme im Rahmen des Modulsystems Fertigungstechnik,Elektronik
92,Mechatronische Systeme im Rahmen des Modulsystems Fertigungstechnik,Pneumatik
93,Mechatronische Systeme im Rahmen des Modulsystems Fertigungstechnik,Hydraulik
94,Mechatronische Systeme im Rahmen des Modulsystems Fertigungstechnik,Steuerungstechnik
95,Mechatronische Systeme im Rahmen des Modulsystems Fertigungstechnik,Messtechnik
96,Mechatronische Systeme im Rahmen des Modulsystems Fertigungstechnik,Englisch
97,"Praxisnahe berufliche Weiterbildung für soziale Dienste, Hauskranken- und Altenpflege mit Erwerb des Führerscheins Klasse B",Betriebswirtschaft
98,"Praxisnahe berufliche Weiterbildung für soziale Dienste, Hauskranken- und Altenpflege mit Erwerb des Führerscheins Klasse B",Psychologie
99,"Praxisnahe berufliche Weiterbildung für soziale Dienste, Hauskranken- und Altenpflege mit Erwerb des Führerscheins Klasse B",Arbeitsmarkt
100,"Praxisnahe berufliche Weiterbildung für soziale Dienste, Hauskranken- und Altenpflege mit Erwerb des Führerscheins Klasse B",Betriebswirtschaft
101,"Praxisnahe berufliche Weiterbildung für soziale Dienste, Hauskranken- und Altenpflege mit Erwerb des Führerscheins Klasse B",Informatik
102,"Praxisnahe berufliche Weiterbildung für soziale Dienste, Hauskranken- und Altenpflege mit Erwerb des Führerscheins Klasse B",Psychologie
103,Umschulung für junge Eltern zum/-r Kaufmann/Kauffrau für Büromanagement (IHK),Kommunikation
104,Umschulung für junge Eltern zum/-r Kaufmann/Kauffrau für Büromanagement (IHK),Teambildung
105,Umschulung zum/ zur Holzmechaniker/in,Waren sichern
106,Umschulung zum/ zur Holzmechaniker/in,Waren verpacken
107,Update Büro - Rationelles Arbeiten mit MS Office 2016/2019,Datenschutz
108,10-Finger-Tastenschreiben,Ergonomie
109,Agiles Projektmanagement (IHK) (Live-Online),agiles Projektmanagement
110,Agiles Projektmanagement (IHK) (Live-Online),planen
111,Agiles Projektmanagement (IHK) (Live-Online),Design Thinking
112,Agiles Projektmanagement (IHK) (Live-Online),iOS
113,Ausbildung der Ausbilder - für Fachwirte,planen
114,Ausbildung der Ausbilder - für Fachwirte,planen
115,Ausbildung der Ausbilder - Standardlehrgang zur Vorbereitung auf die IHK-Prüfung,planen
116,Ausbildung der Ausbilder - Standardlehrgang zur Vorbereitung auf die IHK-Prüfung,planen
117,Ausbildung der Ausbilder - Vorbereitung auf die AEVO-Prüfung,planen
118,Ausbildungsmarketing - Wie finde ich heute noch Azubis,planen
119,Ausbildungsmarketing - Wie finde ich heute noch Azubis,Erste Hilfe
120,Ausbildungsmarketing - Wie finde ich heute noch Azubis,Erste Hilfe
121,Betrieblicher Datenschutzbeauftragter (IHK) - (Live-Online),Datenschutz
122,Betrieblicher Datenschutzbeauftragter (IHK) - (Live-Online),iOS
123,Betriebliches Rechnungswesen (IHK),Buchführung
124,Betriebliches Rechnungswesen (IHK),Jahresabschluss
125,Buchführung für Einsteiger,Buchführung
126,Buchführung für Einsteiger,Steuerrecht
127,Buchführung für Einsteiger,Abschreibung
128,Buchführung für Einsteiger,Buchführung
129,Buchführung für Einsteiger,Steuerrecht
130,Buchführung für Einsteiger,Abschreibung
131,Business Coach (IHK) ,Persönlichkeitsentwicklung
132,Business Coach (IHK) ,Kommunikation
133,Business Coach (IHK) ,Konfliktmanagement
134,Büromanagement & Selbstorganisation,Rhetorik
135,Controlling für Einsteiger,Erste Hilfe
136,Controlling für Einsteiger,Erste Hilfe
137,Das aktuelle Reisekostenrecht - Wissensupdate,andere führen
138,Das aktuelle Reisekostenrecht - Wissensupdate,Gesetzgebungsverfahren
139,Das aktuelle Reisekostenrecht - Wissensupdate,planen
140,Das aktuelle Reisekostenrecht - Wissensupdate,andere führen
141,Das aktuelle Reisekostenrecht - Wissensupdate,Gesetzgebungsverfahren
142,Der optimale Bewerbungs- und Auswahlprozess,planen
143,Der optimale Bewerbungs- und Auswahlprozess,andere führen
144,Der optimale Bewerbungs- und Auswahlprozess,Entscheidungen treffen
145,Der optimale Bewerbungs- und Auswahlprozess,andere führen
146,"Der Zollprüfer kommt! - Wie man sich vorbereitet, so kommt man durch ",Entscheidungen treffen
147,Die persönliche Nachfolgestrategie - die optimale Planung für den Unternehmer,planen
148,Die persönliche Nachfolgestrategie - die optimale Planung für den Unternehmer,Reflexion
149,Die persönliche Nachfolgestrategie - die optimale Planung für den Unternehmer,Geschäftsmodell
150,Die persönliche Nachfolgestrategie - die optimale Planung für den Unternehmer,Kommunikation
151,Die persönliche Nachfolgestrategie - die optimale Planung für den Unternehmer,planen
152,Die persönliche Nachfolgestrategie - die optimale Planung für den Unternehmer,Reflexion
153,Die persönliche Nachfolgestrategie - die optimale Planung für den Unternehmer,Geschäftsmodell
154,Die persönliche Nachfolgestrategie - die optimale Planung für den Unternehmer,Kommunikation
155,DIN 5008 - Geschäftsbrief und E-Mail ,Personalwesen
156,DIN 5008 - Geschäftsbrief und E-Mail ,Öffentlichkeitsarbeit
157,DIN 5008 - Geschäftsbrief und E-Mail ,Personalwesen
158,DIN 5008 - Geschäftsbrief und E-Mail ,Öffentlichkeitsarbeit
159,Effektives Marketing - mit der passenden Strategie mehr erreichen ,Marketingmix
160,Effektives Marketing - mit der passenden Strategie mehr erreichen ,andere führen
161,Effektives Marketing - mit der passenden Strategie mehr erreichen ,sich selbst darstellen
162,Effektives Marketing - mit der passenden Strategie mehr erreichen ,Marken
163,Effektives Marketing - mit der passenden Strategie mehr erreichen ,Marketingmix
164,Effektives Marketing - mit der passenden Strategie mehr erreichen ,andere führen
165,Effektives Marketing - mit der passenden Strategie mehr erreichen ,sich selbst darstellen
166,Effektives Marketing - mit der passenden Strategie mehr erreichen ,Marken
167,Einführungsseminar Industriemeister/in Fachrichtung Metall/Elektro/Logistik,Logistik
168,Einführungsseminar Industriemeister/in Fachrichtung Metall/Elektro/Logistik,Mathematik
169,Einführungsseminar Industriemeister/in Fachrichtung Metall/Elektro/Logistik,Chemie
170,Einführungsseminar Industriemeister/in Fachrichtung Metall/Elektro/Logistik,Physik
171,Einführungsseminar Industriemeister/in Fachrichtung Metall/Elektro/Logistik,andere führen
172,Erfolgreiche Integration von neuen Mitarbeitern ,Mathematik
173,Erfolgreiche Integration von neuen Mitarbeitern ,Physik
174,Erfolgreiche Integration von neuen Mitarbeitern ,Chemie
175,Erfolgreiche Integration von neuen Mitarbeitern ,selbstständig arbeiten
176,Erfolgreiche Integration von neuen Mitarbeitern ,andere motivieren
177,Erfolgreiche Integration von neuen Mitarbeitern ,selbstständig arbeiten
178,Erfolgreiche Integration von neuen Mitarbeitern ,andere motivieren
179,Excel Basiswissen,andere führen
180,Excel Basiswissen,andere führen
181,Fachkraft Detektiv (IHK),Psychologie
182,Fachkraft Detektiv (IHK),Talente erkennen
183,Fachkraft Detektiv (IHK),Kriminologie
184,Fachkraft für Personalberatung und Personalvermittlung (IHK),Qualitätsstandards
185,Fachkraft für Personalberatung und Personalvermittlung (IHK),Arbeitsmarkt
186,Fachkundenachweises nach AbfAEV und EfbV inkl. AbfBeauftrV - Einführungsseminar,Kreislaufwirtschaft
187,Firmentexte ganz einfach schreiben ,Texte verfassen
188,Firmentexte ganz einfach schreiben ,andere führen
189,Firmentexte ganz einfach schreiben ,Texte verfassen
190,Firmentexte ganz einfach schreiben ,andere führen
191,Fit für das Gastrogeschäft (IHK),Läutern
192,Fit für das Gastrogeschäft (IHK),Allergien
193,Fit für das Gastrogeschäft (IHK),sich selbst darstellen
194,Fit für das Gastrogeschäft (IHK),Läutern
195,Fit für das Gastrogeschäft (IHK),Allergien
196,Fit für das Gastrogeschäft (IHK),sich selbst darstellen
197,"Fit für die IHK-Abschlussprüfung ""Allgemeine Betriebswirtschaftslehre""",Jahresabschluss
198,"Fit für die IHK-Abschlussprüfung ""Allgemeine Betriebswirtschaftslehre""",Statistik
199,"Fit für die IHK-Abschlussprüfung ""Allgemeine Betriebswirtschaftslehre""",Jahresabschluss
200,"Fit für die IHK-Abschlussprüfung ""Allgemeine Betriebswirtschaftslehre""",Statistik
201,Führungstraining (IHK) IHK-Zertifikatslehrgang,andere führen
202,Führungstraining (IHK) IHK-Zertifikatslehrgang,Kommunikation
203,Führungstraining (IHK) IHK-Zertifikatslehrgang,Konfliktmanagement
204,Führungstraining (IHK) IHK-Zertifikatslehrgang,Rhetorik
205,Geprüfte Bilanzbuchhalterin/ Geprüfter Bilanzbuchhalter (VO 2020),andere führen
206,Geprüfte Bilanzbuchhalterin/ Geprüfter Bilanzbuchhalter (VO 2020),sich selbst darstellen
207,Geprüfte Bilanzbuchhalterin/ Geprüfter Bilanzbuchhalter (VO 2020),Finanzmanagement
208,Geprüfte Bilanzbuchhalterin/ Geprüfter Bilanzbuchhalter (VO 2020),Kontrollsysteme
209,Geprüfte Bilanzbuchhalterin/ Geprüfter Bilanzbuchhalter (VO 2020),Kommunikation
210,Geprüfte Bilanzbuchhalterin/ Geprüfter Bilanzbuchhalter (VO 2020),andere führen
211,Geprüfte Bilanzbuchhalterin/ Geprüfter Bilanzbuchhalter (VO 2020),sich selbst darstellen
212,Geprüfte Bilanzbuchhalterin/ Geprüfter Bilanzbuchhalter (VO 2020),Finanzmanagement
213,Geprüfte Bilanzbuchhalterin/ Geprüfter Bilanzbuchhalter (VO 2020),Kontrollsysteme
214,Geprüfte Bilanzbuchhalterin/ Geprüfter Bilanzbuchhalter (VO 2020),Kommunikation
215,Geprüfte Industriefachwirtin / Geprüfter Industriefachwirt,Bekleidungsindustrie
216,Geprüfte Industriefachwirtin / Geprüfter Industriefachwirt,Finanzmanagement
217,Geprüfte Industriefachwirtin / Geprüfter Industriefachwirt,Bekleidungsindustrie
218,Geprüfte Industriefachwirtin / Geprüfter Industriefachwirt,Finanzmanagement
219,Geprüfte Industriemeisterin/ Geprüfter Industriemeister - Fachrichtung Elektro/Logistik - Teil 1 Basisqualifikation,Logistik
220,Geprüfte Industriemeisterin/ Geprüfter Industriemeister - Fachrichtung Elektro/Logistik - Teil 1 Basisqualifikation,Personalmanagement
221,Geprüfte Industriemeisterin/ Geprüfter Industriemeister - Fachrichtung Elektro/Logistik - Teil 1 Basisqualifikation,Kommunikation
222,Geprüfte Industriemeisterin/ Geprüfter Industriemeister - Fachrichtung Metall,Personalmanagement
223,Geprüfte Industriemeisterin/ Geprüfter Industriemeister - Fachrichtung Metall,Kommunikation
224,Geprüfte Küchenmeisterin/ Geprüfter Küchenmeister,R
225,Geprüfte Küchenmeisterin/ Geprüfter Küchenmeister,planen
226,Geprüfte Küchenmeisterin/ Geprüfter Küchenmeister,Volkswirtschaftslehre
227,Geprüfte Küchenmeisterin/ Geprüfter Küchenmeister,R
228,Geprüfte Küchenmeisterin/ Geprüfter Küchenmeister,planen
229,Geprüfte Küchenmeisterin/ Geprüfter Küchenmeister,Volkswirtschaftslehre
230,Geprüfte Restaurantmeisterin/ Geprüfter Restaurantmeister ,Getränke
231,Geprüfte Restaurantmeisterin/ Geprüfter Restaurantmeister ,planen
232,Geprüfte Restaurantmeisterin/ Geprüfter Restaurantmeister ,andere beraten
233,Geprüfte Restaurantmeisterin/ Geprüfter Restaurantmeister ,Volkswirtschaftslehre
234,Geprüfte Restaurantmeisterin/ Geprüfter Restaurantmeister ,Getränke
235,Geprüfte Restaurantmeisterin/ Geprüfter Restaurantmeister ,planen
236,Geprüfte Restaurantmeisterin/ Geprüfter Restaurantmeister ,andere beraten
237,Geprüfte Restaurantmeisterin/ Geprüfter Restaurantmeister ,Volkswirtschaftslehre
238,Geprüfte Wirtschaftsfachwirtin / Geprüfter Wirtschaftsfachwirt,Geschäftsprozesse
239,Geprüfte Wirtschaftsfachwirtin / Geprüfter Wirtschaftsfachwirt,planen
240,Geprüfte Wirtschaftsfachwirtin / Geprüfter Wirtschaftsfachwirt,Kommunikation
241,Geprüfte Wirtschaftsfachwirtin / Geprüfter Wirtschaftsfachwirt,Logistik
242,Geprüfte Wirtschaftsfachwirtin / Geprüfter Wirtschaftsfachwirt,Geschäftsprozesse
243,Geprüfte Wirtschaftsfachwirtin / Geprüfter Wirtschaftsfachwirt,planen
244,Geprüfte Wirtschaftsfachwirtin / Geprüfter Wirtschaftsfachwirt,Kommunikation
245,Geprüfte/-r Technische/-r Betriebswirt/-in (IHK) - Lehrgang zur Vorbereitung auf die IHK-Prüfung,Logistik
246,Geprüfte/r IndustriefachwirtIn (IHK) - Lehrgang zur Vorbereitung auf die IHK-Prüfung,R
247,Geprüfte/r IndustriefachwirtIn (IHK) - Lehrgang zur Vorbereitung auf die IHK-Prüfung,Bekleidungsindustrie
248,Geprüfte/r IndustriefachwirtIn (IHK) - Lehrgang zur Vorbereitung auf die IHK-Prüfung,Finanzmanagement
249,Geprüfte/r WirtschaftsfachwirtIn (IHK) - Lehrgang zur Vorbereitung auf die IHK-Prüfung,R
250,Geprüfte/r WirtschaftsfachwirtIn (IHK) - Lehrgang zur Vorbereitung auf die IHK-Prüfung,Geschäftsprozesse
251,Geprüfte/r WirtschaftsfachwirtIn (IHK) - Lehrgang zur Vorbereitung auf die IHK-Prüfung,planen
252,Geprüfte/r WirtschaftsfachwirtIn (IHK) - Lehrgang zur Vorbereitung auf die IHK-Prüfung,Kommunikation
253,Geprüfter Fachwirt im Gesundheits- und Sozialwesen,Logistik
254,Geprüfter Fachwirt im Gesundheits- und Sozialwesen,andere führen
255,Geprüfter Fachwirt im Gesundheits- und Sozialwesen,planen
256,Geprüfter Fachwirt im Gesundheits- und Sozialwesen ,andere führen
257,Geprüfter Fachwirt im Gesundheits- und Sozialwesen ,planen
258,Gründer und die Psychologie des Beziehungsaufbaues,Psychologie
259,Gründer und die Psychologie des Beziehungsaufbaues,Psychologie
260,HACCP-Seminar für die Gastronomie - Grundlagen der Gaststättenunterrichtung und Lebensmittelhygiene,Allergien
261,HACCP-Seminar für die Gastronomie - Grundlagen der Gaststättenunterrichtung und Lebensmittelhygiene,Allergien
262,"Importieren, aber richtig! ",sich selbst darstellen
263,"Importieren, aber richtig! ",sich selbst darstellen
264,Interkulturelle Kompetenzen im Umgang mit Flüchtlingen,Kommunikation
265,Interner Qualitätsmanagement-Auditor (IHK) - Spezialisierung Gesundheits- und Sozialwesen,Qualitätssicherungssysteme
266,Neues beim Zoll - Update Veranstaltung - Live-Online,internationaler Handel
267,Neues beim Zoll - Update Veranstaltung - Live-Online,Statistik
268,Neues lernen - leicht gemacht ,andere motivieren
269,Notwendiges Rechtswissen für den Online-Handel,Urheberrecht
270,Notwendiges Rechtswissen für den Online-Handel,Urheberrecht
271,Online-Recht (IHK) - Webinar,Datenschutz
272,Personenschutzfachkraft (IHK) ,Erste Hilfe
273,Social Media Manager (IHK) - (Live-Online-Seminar),Spielregeln
274,Social Media Manager (IHK) - (Live-Online-Seminar),Social Media Management
275,Social Media Manager (IHK) - (Live-Online-Seminar),Suchmaschinenoptimierung
276,Social Media Manager (IHK) - (Live-Online-Seminar),Datenschutz
277,Social Media Manager (IHK) - (Live-Online-Seminar),iOS
278,Steueränderungen - Wissensupdate,Steuerrecht
279,Steueränderungen - Wissensupdate,Gesetzgebungsverfahren
280,Steueränderungen - Wissensupdate,Steuerrecht
281,Steueränderungen - Wissensupdate,Gesetzgebungsverfahren
282,Telefon und Empfang - Ihre Visitenkarte!,andere führen
283,Telefon und Empfang - Ihre Visitenkarte!,Kommunikation
284,Telefon und Empfang - Ihre Visitenkarte!,Körpersprache
285,Telefon und Empfang - Ihre Visitenkarte!,andere führen
286,Telefon und Empfang - Ihre Visitenkarte!,Kommunikation
287,Telefon und Empfang - Ihre Visitenkarte!,Körpersprache
288,Umgang mit Trauer am Arbeitsplatz,andere führen
289,Umgang mit Trauer am Arbeitsplatz,Prägen
290,Umgang mit Trauer am Arbeitsplatz,Kommunikation
291,Umgangsformen im Geschäftsalltag,Kommunikation
292,Umgangsformen im Geschäftsalltag,Kommunikation
293,Umsatzsteuer bei Reihen- und Dreiecksgeschäften mit Auslandsbezug ,sich selbst darstellen
294,Umsatzsteuer bei Reihen- und Dreiecksgeschäften mit Auslandsbezug ,sich selbst darstellen
295,Vorbereitung auf die gastronomische IHK-Abschlussprüfung,planen
296,Vorbereitung auf die gastronomische IHK-Abschlussprüfung,planen
297,Vorbereitung auf die IHK-Abschlussprüfung für Kaufmann/-frau für Büromanagement Teil 2 der Abschlussprüfung,sich selbst darstellen
298,Vorbereitung auf die IHK-Abschlussprüfung für Kaufmann/-frau für Büromanagement Teil 2 der Abschlussprüfung,sich selbst darstellen
299,Vorbereitung auf die IHK-Abschlussprüfung für Kaufmann/-frau im Einzelhandel Teil 2 der Abschlussprüfung,Geschäftsprozesse
300,Vorbereitung auf die IHK-Abschlussprüfung für Kaufmann/-frau im Einzelhandel Teil 2 der Abschlussprüfung,Geschäftsprozesse
301,Vorbereitung auf die IHK-Abschlussprüfung für Verkäufer/-in und Kaufmann/-frau im Einzelhandel Teil 1 der Abschlussprüfung,Betriebswirtschaft
302,Vorbereitung auf die IHK-Abschlussprüfung für Verkäufer/-in und Kaufmann/-frau im Einzelhandel Teil 1 der Abschlussprüfung,Betriebswirtschaft
303,Vorbereitung auf die kaufmännische IHK-Abschlussprüfung,Betriebswirtschaft
304,Vorbereitung auf die kaufmännische IHK-Abschlussprüfung,Betriebswirtschaft
305,Webseiten aus Sicht Ihrer Kunden,öffentliches Recht
306,Webseiten aus Sicht Ihrer Kunden,andere führen
307,Wirkungsvoll visualisieren - Inhalte schnell und treffend darstellen,sich selbst darstellen
308,Wirkungsvoll visualisieren - Inhalte schnell und treffend darstellen,andere motivieren
309,Wirkungsvoll visualisieren - Inhalte schnell und treffend darstellen,Strom
310,Wirkungsvoll visualisieren - Inhalte schnell und treffend darstellen,sich selbst darstellen
311,Wirkungsvoll visualisieren - Inhalte schnell und treffend darstellen,andere motivieren
312,Wirkungsvoll visualisieren - Inhalte schnell und treffend darstellen,Strom
313,Zoll- und Außenwirtschaft - Grundlagen für Einsteiger,Zollrecht
314,Zusatzqualifikation im Leitungsbereich des Gesundheits- und Sozialwesens ,Ethik
315,Zusatzqualifikation im Leitungsbereich des Gesundheits- und Sozialwesens ,Konfliktmanagement
316,Zusatzqualifikation im Leitungsbereich des Gesundheits- und Sozialwesens ,Ethik
317,Zusatzqualifikation im Leitungsbereich des Gesundheits- und Sozialwesens ,Konfliktmanagement
318,Allgemeiner Integrationskurs ,Deutsch
319,Allgemeiner Integrationskurs,Deutsch
320,Allgemeiner Integrationskurs ,Deutsch
321,Allgemeiner Integrationskurs ,Deutsch
322,Alphabetisierungskurs,Deutsch
323,Berufsbezogener Sprachkurs mit Zielsprachniveau A2,Deutsch
324,Berufsbezogener Sprachkurs mit Zielsprachniveau A2,Kommunikation
325,Berufsbezogener Sprachkurs mit Zielsprachniveau A2,Beratung
326,Berufsbezogener Sprachkurs mit Zielsprachniveau A2,Deutsch
327,Berufsbezogener Sprachkurs mit Zielsprachniveau A2,Kommunikation
328,Berufsbezogener Sprachkurs mit Zielsprachniveau A2,Beratung
329,Berufsbezogener Sprachkurs mit Zielsprachniveau B1,Deutsch
330,Berufsbezogener Sprachkurs mit Zielsprachniveau B1,Kommunikation
331,Berufsbezogener Sprachkurs mit Zielsprachniveau B1,Beratung
332,Berufsbezogener Sprachkurs mit Zielsprachniveau B1,Deutsch
333,Berufsbezogener Sprachkurs mit Zielsprachniveau B1,Kommunikation
334,Berufsbezogener Sprachkurs mit Zielsprachniveau B1,Beratung
