,course_name,skill_label
40,"Basisqualifikation für ungelernte Pflegekräfte (zertifiziert, berufsbegleitend)",Personen in der Fachkrankenpflege ausbilden
41,"Basisqualifikation für ungelernte Pflegekräfte (zertifiziert, berufsbegleitend)",ambulante Pflege anbieten
42,"Basisqualifikation für ungelernte Pflegekräfte (zertifiziert, berufsbegleitend)",Krankenpflegeinformationen zum Gesundheitswesen vermitteln
43,Berufspädagogische Pflichtfortbildung für Praxisanleiter/-in (8 UE) - Online-Seminar,Krankenpflegekräfte beaufsichtigen
44,Berufspädagogische Pflichtfortbildung für Praxisanleiter/-innen (24 UE),Krankenpflegekräfte beaufsichtigen
45,Berufspädagogische Pflichtfortbildung für Praxisanleiter/-innen (24 UE),professionelle Krankenpflege anbieten
46,Berufspädagogische Pflichtfortbildung für Praxisanleiter/-innen (24 UE),Lernen im Gesundheitswesen fördern
47,Berufspädagogische Pflichtfortbildung für Praxisanleiter/-innen (24 UE),zu Fortschritten in der Fachkrankenpflege beitragen
48,Berufspädagogische Pflichtfortbildung für Praxisanleiter/-innen (24 UE),die eigene berufliche Entwicklung vorantreiben
49,Berufspädagogische Pflichtfortbildung für Praxisanleiter/-innen (24 UE),Seminare zur lebenslangen beruflichen Weiterentwicklung leiten
50,Berufspädagogische Pflichtfortbildung für Praxisanleiter/-innen (24 UE),Gesundheit in der Fachkrankenpflege fördern
51,Berufspädagogische Pflichtfortbildung für Praxisanleiter/-innen (24 UE),Qualität von Pflegedienstleistungen analysieren
52,Berufspädagogische Pflichtfortbildung für Praxisanleiter/-innen (24 UE),medizinisches Personal hinsichtlich der Ernährung unterrichten
53,Berufspädagogische Pflichtfortbildung für Praxisanleiter/-innen (24 UE),andere Angehörige der Gesundheitsberufe betreuen
54,Berufspädagogische Pflichtfortbildung für Praxisanleiter/-innen (8 UE),Krankenpflegekräfte beaufsichtigen
55,Berufspädagogische Pflichtfortbildung für Praxisanleiter/-innen (8 UE),professionelle Krankenpflege anbieten
56,Berufspädagogische Pflichtfortbildung für Praxisanleiter/-innen (8 UE),Lernen im Gesundheitswesen fördern
57,Berufspädagogische Pflichtfortbildung für Praxisanleiter/-innen (8 UE),Qualität von Pflegedienstleistungen analysieren
58,Beschäftigungs- und Aktivierungstherapie für dementiell erkrankte alte Menschen in stationären Altenhilfeeinrichtungen,andere Angehörige der Gesundheitsberufe betreuen
59,Beschäftigungs- und Aktivierungstherapie für dementiell erkrankte alte Menschen in stationären Altenhilfeeinrichtungen,pädagogische Strategien zur Förderung der Kreativität nutzen
60,Beschäftigungs- und Aktivierungstherapie für dementiell erkrankte alte Menschen in stationären Altenhilfeeinrichtungen,therapeutische Kommunikationstechniken einsetzen
61,Beschäftigungs- und Aktivierungstherapie für dementiell erkrankte alte Menschen in stationären Altenhilfeeinrichtungen,ein Team leiten
62,Beschäftigungs- und Aktivierungstherapie für dementiell erkrankte alte Menschen in stationären Altenhilfeeinrichtungen,mit älteren Menschen kommunizieren
63,Beschäftigungs- und Aktivierungstherapie für dementiell erkrankte alte Menschen in stationären Altenhilfeeinrichtungen,ein interdisziplinäres Team bei der Versorgung von Patienten/Patientinnen leiten
64,Beschäftigungs- und Aktivierungstherapie für dementiell erkrankte alte Menschen in stationären Altenhilfeeinrichtungen,Beratung zur gesundheitspsychologischen Behandlung anbieten
65,Beschäftigungs- und Aktivierungstherapie für dementiell erkrankte alte Menschen in stationären Altenhilfeeinrichtungen,bei der Verabreichung von Medikamenten an ältere Personen assistieren
66,Beschäftigungs- und Aktivierungstherapie für dementiell erkrankte alte Menschen in stationären Altenhilfeeinrichtungen,Rolle des Unterstützerteams von Community Art Programmen festlegen
67,Beschäftigungs- und Aktivierungstherapie für dementiell erkrankte alte Menschen in stationären Altenhilfeeinrichtungen,Maßnahmen der Kunsttherapie anwenden
68,Beschäftigungs- und Aktivierungstherapie für dementiell erkrankte alte Menschen in stationären Altenhilfeeinrichtungen,Fokusgruppen interviewen
69,"Betreuungskraft gem. §§ 43b, 53c SGB XI (berufsbegleitend)",Krankenpflegekräfte beaufsichtigen
70,Demenz und Recht: Rechtssicheres Handeln zwischen Freiheit und Sicherheit ,Bedürfnisse der Opfer von Straftaten
71,Demenz und Recht: Rechtssicheres Handeln zwischen Freiheit und Sicherheit ,Ersthilfe anwenden
72,Demenz und Recht: Rechtssicheres Handeln zwischen Freiheit und Sicherheit ,über Krankheitspräventionen informieren
73,Demenz und Recht: Rechtssicheres Handeln zwischen Freiheit und Sicherheit ,bei der Verabreichung von Medikamenten an ältere Personen assistieren
74,Demenz und Recht: Rechtssicheres Handeln zwischen Freiheit und Sicherheit ,Palliativpflege anbieten
75,Demenz und Recht: Rechtssicheres Handeln zwischen Freiheit und Sicherheit ,Rechtsvorschriften zur Gesundheitsfürsorge
76,Demenz und Recht: Rechtssicheres Handeln zwischen Freiheit und Sicherheit ,potenzielle Pflegeeltern evaluieren
77,Demenz und Recht: Rechtssicheres Handeln zwischen Freiheit und Sicherheit ,an die Umgebung in der Notfallpflege anpassen
78,Demenz und Recht: Rechtssicheres Handeln zwischen Freiheit und Sicherheit ,Ersthilfe
79,Demenz und Recht: Rechtssicheres Handeln zwischen Freiheit und Sicherheit ,Sozialversicherungsrecht
80,Demenz und Recht: Rechtssicheres Handeln zwischen Freiheit und Sicherheit ,ein psychotherapeutisches Umfeld zur Verfügung stellen
81,Demenz und Recht: Rechtssicheres Handeln zwischen Freiheit und Sicherheit ,über eine gesunde Lebensführung informieren
82,Demenz und Recht: Rechtssicheres Handeln zwischen Freiheit und Sicherheit ,Patienten/Patientinnen mit besonderen Bedürfnissen unterstützen
83,Demenz und Recht: Rechtssicheres Handeln zwischen Freiheit und Sicherheit ,mit klinischem Risiko umgehen
84,Demenz und Recht: Rechtssicheres Handeln zwischen Freiheit und Sicherheit ,Archivierung von Krankenakten
85,Dienstplangestaltung,Fehlzeiten von Personal überwachen
86,Dienstplangestaltung,Zeitabläufe in der Forstwirtschaft managen
87,Dienstplangestaltung,Abteilungszeitplan für das Personal bereitstellen
88,Dienstplangestaltung,Freizeitaktivitäten fördern
89,Dienstplangestaltung,bei der Durchführung von Arbeit Zeitzonen berücksichtigen
90,Dienstplangestaltung,Löhne berechnen
91,Dienstplangestaltung,die Verwendung von Freizeitanlagen planen
92,Dienstplangestaltung,Schichtdienst verrichten
93,Dienstplangestaltung,Tourneen organisieren
94,Dienstplangestaltung,Zeitpläne verwalten
95,Dienstplangestaltung,organisiert arbeiten
96,Dienstplangestaltung,Arbeit der Beschäftigten in der Fahrzeugwartung planen
97,Dienstplangestaltung,Schichten planen
98,Dienstplangestaltung,Betrieb in Gesundheitsdiensteinrichtung verwalten
99,Dienstplangestaltung,Zeitabläufe im Tourismus managen
100,Einführung in die Biografiearbeit mit alten Menschen,aufgezeichnete Quellen analysieren
101,Entbürokratisierung in der Pflege - SIS verstehen und anwenden,einen ganzheitlichen Ansatz in der Pflege anwenden
102,Entbürokratisierung in der Pflege - SIS verstehen und anwenden,szenische Elemente während der Aufführung ändern
103,Entbürokratisierung in der Pflege - SIS verstehen und anwenden,sich kritisch mit Problemen auseinandersetzen
104,Entbürokratisierung in der Pflege - SIS verstehen und anwenden,klinisches Denken anwenden
105,Expertenstandard - Was gibt es Neues?,andere Angehörige der Gesundheitsberufe betreuen
106,Expertenstandard - Was gibt es Neues?,medizinisches Personal hinsichtlich der Ernährung unterrichten
107,Expertenstandard - Was gibt es Neues?,Personen in der Fachkrankenpflege ausbilden
108,"Fachkraft für gerontopsychiatrische Betreuung und Pflege (zertifiziert, berufsbegleitend)",Fachdienste in der klinischen Psychologie
109,"Fachkraft für gerontopsychiatrische Betreuung und Pflege (zertifiziert, berufsbegleitend)",Psychologen/Psychologinnen assistieren
110,"Fachkraft für gerontopsychiatrische Betreuung und Pflege (zertifiziert, berufsbegleitend)",ein psychotherapeutisches Umfeld zur Verfügung stellen
111,"Fachkraft für gerontopsychiatrische Betreuung und Pflege (zertifiziert, berufsbegleitend)",Bedingungen für die berufliche Praxis der Gesundheitspsychologie
112,"Fachkraft für gerontopsychiatrische Betreuung und Pflege (zertifiziert, berufsbegleitend)",auf Heilhilfsberufe angewandte Sozialwissenschaften
113,"Fachkraft für gerontopsychiatrische Betreuung und Pflege (zertifiziert, berufsbegleitend)",Bedingungen für die berufliche Praxis der klinischen Psychologie
114,"Fachkraft für gerontopsychiatrische Betreuung und Pflege (zertifiziert, berufsbegleitend)",Bedingungen für die berufliche Praxis der Psychotherapie
115,"Fachkraft für gerontopsychiatrische Betreuung und Pflege (zertifiziert, berufsbegleitend)",Werbung für psycho-soziale Bildung machen
116,"Fachkraft für gerontopsychiatrische Betreuung und Pflege (zertifiziert, berufsbegleitend)",klinische psychologische Gutachten erstellen
117,"Fachkraft für gerontopsychiatrische Betreuung und Pflege (zertifiziert, berufsbegleitend)",Krankenpflegekräfte beaufsichtigen
118,"Fachkraft für gerontopsychiatrische Betreuung und Pflege (zertifiziert, berufsbegleitend)",gemeinsam Behandlungspläne in der Psychotherapie besprechen
119,Gerontopsychiatrische Grundlagen - Möglichkeiten personenzentrierter Kommunikation mit psychisch veränderten alten Menschen,Kommunikationsstörungen
120,Gerontopsychiatrische Grundlagen - Möglichkeiten personenzentrierter Kommunikation mit psychisch veränderten alten Menschen,Autismus
121,Gerontopsychiatrische Grundlagen - Möglichkeiten personenzentrierter Kommunikation mit psychisch veränderten alten Menschen,Diagnose psychischer Gesundheitsprobleme
122,Gerontopsychiatrische Grundlagen - Möglichkeiten personenzentrierter Kommunikation mit psychisch veränderten alten Menschen,bei Kommunikationsstörungen beraten
123,Gerontopsychiatrische Grundlagen - Möglichkeiten personenzentrierter Kommunikation mit psychisch veränderten alten Menschen,Erkrankungen älterer Menschen behandeln
124,Gerontopsychiatrische Grundlagen - Möglichkeiten personenzentrierter Kommunikation mit psychisch veränderten alten Menschen,Verhaltensneurologie
125,Hygienebeauftragte/-r in der Kita,Parasitologie
126,Hygienebeauftragte/-r in der Kita,pathogene Mikroorganismen
127,Hygienebeauftragte/-r in der Kita,medizinische Instrumente sterilisieren
128,Hygienebeauftragte/-r in der Kita,klinische Mikrobiologie
129,Hygienebeauftragte/-r in der Kita,"Mikrobiologie, Virologie und Infektionsepidemiologie"
130,Hygienebeauftragte/-r in der Kita,mikrobiologische Analysen von Lebensmitteln durchführen
131,Hygienebeauftragte/-r in der Kita,Hygienestandards durchsetzen
132,Hygienebeauftragte/-r in der Kita,Meeresbiologie
133,Hygienebeauftragte/-r in der Pflege - kompakt (berufsbegleitend),Hygiene sicherstellen
134,Hygienebeauftragte/-r in der Pflege - kompakt (berufsbegleitend),Hygiene im Gesundheitsbereich
135,Hygienebeauftragte/-r in der Pflege - kompakt (berufsbegleitend),medizinische Instrumente sterilisieren
136,Hygienebeauftragte/-r in der Pflege - kompakt (berufsbegleitend),Tierhygienepraktiken anwenden
137,Hygienebeauftragte/-r in der Pflege - kompakt (berufsbegleitend),Hygienestandards durchsetzen
138,Hygienebeauftragte/-r in der Pflege - kompakt (berufsbegleitend),ein sicheres hygienisches und gesichertes Arbeitsumfeld bewahren
139,Hygienebeauftragte/-r in der Pflege - kompakt (berufsbegleitend),bei Reinigungsarbeiten persönliche Hygienestandards wahren
140,Hygienebeauftragte/-r in der Pflege - kompakt (berufsbegleitend),"Gesetzgebung zu Gesundheitsschutz, Sicherheit und Hygiene"
141,Hygienebeauftragte/-r in der Pflege - kompakt (berufsbegleitend),Maßnahmen zum Schutz von Gesundheit und Sicherheit in der Reinigungsbranche
142,Hygienebeauftragte/-r in der Pflege - kompakt (berufsbegleitend),Biosicherheit im Zusammenhang mit Tieren
143,Hygienebeauftragte/-r in der Pflege - kompakt (berufsbegleitend),die Einhaltung von Gesundheits- Sicherheits- und Hygienestandards sicherstellen
144,Hygienebeauftragte/-r in der Pflege - kompakt (berufsbegleitend),die Anwendung von Sicherheitsvorschriften im Umgang mit ansteckenden Krankheiten gewährleisten
145,Hygienebeauftragte/-r in der Pflege - kompakt (berufsbegleitend),Arbeitsplatzhygiene
146,Hygienebeauftragte/-r in der Pflege - kompakt (berufsbegleitend),Ausrüstung für die Muschelsäuberung instand halten
147,Hygienebeauftragte/-r in der Pflege - kompakt (berufsbegleitend),pathogene Mikroorganismen
148,Klangtherapie (nach Peter Hess) in der Arbeit mit demenziell erkrankten Menschen,musiktherapeutische Gruppensitzungen organisieren
149,Klangtherapie (nach Peter Hess) in der Arbeit mit demenziell erkrankten Menschen,Musikrepertoire für Therapiezwecke aufführen
150,Kommunikation mit Sterbenden und deren Angehörigen: Zuhören - Reden - Verstehen,Kommunikation bei Grubenunfällen koordinieren
151,Kommunikation mit Sterbenden und deren Angehörigen: Zuhören - Reden - Verstehen,Mit Nutzern kommunizieren um Bedarfe zu erfassen
152,Kommunikation mit Sterbenden und deren Angehörigen: Zuhören - Reden - Verstehen,Informationsbedarf ermitteln
153,Kommunikation mit Sterbenden und deren Angehörigen: Zuhören - Reden - Verstehen,Nutzer/Nutzerinnen der sozialen Dienste bei bestimmten Kommunikationsbedarf unterstützen
154,Kommunikation mit Sterbenden und deren Angehörigen: Zuhören - Reden - Verstehen,therapeutische Kommunikationstechniken einsetzen
155,Kommunikation mit Sterbenden und deren Angehörigen: Zuhören - Reden - Verstehen,Kommunikationsmethoden unterrichten
156,Kommunikation mit Sterbenden und deren Angehörigen: Zuhören - Reden - Verstehen,Hörgeschädigte unterstützen
157,Kommunikation mit Sterbenden und deren Angehörigen: Zuhören - Reden - Verstehen,Kommunikationstechniken nutzen
158,Kommunikation mit Sterbenden und deren Angehörigen: Zuhören - Reden - Verstehen,bilateral dolmetschen
159,Kommunikation mit Sterbenden und deren Angehörigen: Zuhören - Reden - Verstehen,bei Kommunikationsstörungen beraten
160,Kommunikation mit Sterbenden und deren Angehörigen: Zuhören - Reden - Verstehen,Fremdsprachen in der Betreuung von Patienten/Patientinnen verwenden
161,Kommunikation mit Sterbenden und deren Angehörigen: Zuhören - Reden - Verstehen,im Rahmen der Interessenvertretung für Minderheiten dolmetschen
162,Kommunikation mit Sterbenden und deren Angehörigen: Zuhören - Reden - Verstehen,Kunden und Kundinnen in Kommunikation unterrichten
163,Kommunikation mit Sterbenden und deren Angehörigen: Zuhören - Reden - Verstehen,mit Fahrgästen klar und deutlich kommunizieren
164,Kommunikation mit Sterbenden und deren Angehörigen: Zuhören - Reden - Verstehen,Sprachstörungen diagnostizieren
165,Konflikte im Team - praktische Lösungsmöglichkeiten,Konflikte lösen
166,Konflikte im Team - praktische Lösungsmöglichkeiten,Konfliktmanagement
167,Konflikte im Team - praktische Lösungsmöglichkeiten,Kunden/Kundinnen bei Entscheidungen während Beratungsgesprächen helfen
168,Konflikte im Team - praktische Lösungsmöglichkeiten,Sozialmediation
169,Konflikte im Team - praktische Lösungsmöglichkeiten,Kontakte zu Kollegen pflegen
170,Konflikte im Team - praktische Lösungsmöglichkeiten,mit aggressivem Verhalten umgehen
171,Konflikte im Team - praktische Lösungsmöglichkeiten,Beratung in Konfliktbewältigung leisten
172,Konflikte im Team - praktische Lösungsmöglichkeiten,"eine sichere Umgebung schaffen, um Teilnehmern/Teilnehmerinnen ein ungezwungenes Umfeld zu schaffen"
173,Konflikte im Team - praktische Lösungsmöglichkeiten,Konfliktmanagement anwenden
174,Leitung einer Station im Krankenhaus bzw. eines Wohnbereiches in einer Pflegeeinrichtung (berufsbegleitend),Sicherheitstätigkeiten in Krankenhäusern ausüben
175,Leitung einer Station im Krankenhaus bzw. eines Wohnbereiches in einer Pflegeeinrichtung (berufsbegleitend),Pflegeleistungen in kommunalen Einrichtungen erbringen
176,Logopäde/-in,die psychologische Auswirkung von Sprachstörungen bewerten
177,Logopäde/-in,Sprachstörungen behandeln
178,Logopäde/-in,Autismus
179,Mitarbeitergespräche erfolgreich führen,auf Vorstellungsgespräch vorbereiten
180,Mitarbeitergespräche erfolgreich führen,Mitarbeiter/Mitarbeiterinnen coachen
181,Palliative Care (berufsbegleitend)	,Krankenpflegekräfte beaufsichtigen
182,Palliative Care (berufsbegleitend)	,über Palliativpflege informieren
183,Palliativpflege bei Demenz,Palliativpflege anbieten
184,Pflegedokumentation für Pflegehilfskräfte,Rechtsdokumente zusammenstellen
185,Pflegedokumentation für Pflegehilfskräfte,Validierung des durch Freiwilligenarbeit erworbenen Wissens
186,Pflegedokumentation für Pflegehilfskräfte,Fragen in Bezug auf Dokumente stellen
187,Pflegedokumentation für Pflegehilfskräfte,zur Überprüfung von Krankenakten beitragen
188,Pflegedokumentation für Pflegehilfskräfte,Archiv leiten
189,Pflegedokumentation für Pflegehilfskräfte,Studierende bewerten
190,Pflegedokumentation für Pflegehilfskräfte,Lernen im Gesundheitswesen fördern
191,Pflegedokumentation für Pflegehilfskräfte,Sicherheitsmaßnahmen dokumentieren
192,Pflegedokumentation für Pflegehilfskräfte,Einhaltung von Wartungsvorschriften und Rechtsvorschriften sicherstellen
193,Pflegedokumentation für Pflegehilfskräfte,bei Rechtsstreitigkeiten helfen
194,Pflegedokumentation für Pflegehilfskräfte,Dokumentation von Zutaten durch Lieferanten bewerten
195,Pflegedokumentation für Pflegehilfskräfte,erforderliche Dokumente übermitteln
196,Pflegedokumentation für Pflegehilfskräfte,Beweise dokumentieren
197,Pflegedokumentation für Pflegehilfskräfte,Ersthilfe anwenden
198,Pflegedokumentation für Pflegehilfskräfte,Bewertungen früherer Lernerfahrungen dokumentieren
199,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 1 ""Führungsverständnis entwickeln""",in interdisziplinären Teams des Gesundheitswesens arbeiten
200,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 1 ""Führungsverständnis entwickeln""",ein Team leiten
201,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 1 ""Führungsverständnis entwickeln""",chiropraktisches Personal leiten
202,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 1 ""Führungsverständnis entwickeln""",Mitarbeiterführung in der Krankenpflege
203,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 1 ""Führungsverständnis entwickeln""",Pflege koordinieren
204,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 1 ""Führungsverständnis entwickeln""",ein interdisziplinäres Team bei der Versorgung von Patienten/Patientinnen leiten
205,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 1 ""Konfliktmanagement für Führungskräfte""",in interdisziplinären Teams des Gesundheitswesens arbeiten
206,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 1 ""Konfliktmanagement für Führungskräfte""",ein Team leiten
207,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 1 ""Konfliktmanagement für Führungskräfte""",ein interdisziplinäres Team bei der Versorgung von Patienten/Patientinnen leiten
208,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 1 ""Konfliktmanagement für Führungskräfte""",Pflege koordinieren
209,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 1 ""Konfliktmanagement für Führungskräfte""",in interdisziplinären Teams der Notfallversorgung arbeiten
210,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 1 ""Konfliktmanagement für Führungskräfte""",chiropraktisches Personal leiten
211,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 1 ""Konfliktmanagement für Führungskräfte""",Mitarbeiterführung in der Krankenpflege
212,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 2 ""Kommunikationstraining""",ein Team leiten
213,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 2 ""Kommunikationstraining""",ein interdisziplinäres Team bei der Versorgung von Patienten/Patientinnen leiten
214,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 2 ""Kommunikationstraining""",in interdisziplinären Teams des Gesundheitswesens arbeiten
215,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 2 ""Kommunikationstraining""",chiropraktisches Personal leiten
216,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 2 ""Kommunikationstraining""",Pflege koordinieren
217,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 2 ""Kommunikationstraining""",Mitarbeiterführung in der Krankenpflege
218,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 2 ""Kommunikationstraining""",gesundheitliche Ziele ermitteln
219,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 3 ""Teams erfolgreich leiten und führen""",ein Team leiten
220,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 3 ""Teams erfolgreich leiten und führen""",in interdisziplinären Teams des Gesundheitswesens arbeiten
221,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 3 ""Teams erfolgreich leiten und führen""",ein interdisziplinäres Team bei der Versorgung von Patienten/Patientinnen leiten
222,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 3 ""Teams erfolgreich leiten und führen""",chiropraktisches Personal leiten
223,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 3 ""Teams erfolgreich leiten und führen""",Pflege koordinieren
224,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 3 ""Teams erfolgreich leiten und führen""",Mitarbeiterführung in der Krankenpflege
225,"Pflichtfortbildung für Betreuungskräfte gemäß §§ 43b, 53c SGB XI (ehem. § 87b) Angebot A	",professionelles Pilates-Verhalten an den Tag legen
226,"Pflichtfortbildung für Betreuungskräfte gemäß §§ 43b, 53c SGB XI (ehem. § 87b) Angebot A	",auf Vorstellungsgespräch vorbereiten
227,"Pflichtfortbildung für Betreuungskräfte gemäß §§ 43b, 53c SGB XI (ehem. § 87b) Angebot A	",Team für Sprechen und Sprache beaufsichtigen
228,"Pflichtfortbildung für Betreuungskräfte gemäß §§ 43b, 53c SGB XI (ehem. § 87b) Angebot A	",professionelle Einstellung zum Kunden an den Tag legen
229,"Pflichtfortbildung für Betreuungskräfte gemäß §§ 43b, 53c SGB XI (ehem. § 87b) Angebot A	",mit pädagogischem Betreuungspersonal zusammenarbeiten
230,"Pflichtfortbildung für Betreuungskräfte gemäß §§ 43b, 53c SGB XI (ehem. § 87b) Angebot A	",Feedback verwalten
231,"Praxisanleiter/-in (300 Unterrichtsstunden, zertifiziert, berufsbegleitend)",Krankenpflegekräfte beaufsichtigen
232,"Qualifizierungslehrgang - Techniken der Behandlungspflege für Pflegehelfer/-innen (40 U.-Std.) gemäß §§ 132,132a SGBV (berufsbegleitend)",Krankenpflegekräfte beaufsichtigen
