,course_name,skill_label
41,Dienstplangestaltung,Zeitabläufe in der Forstwirtschaft managen
42,Dienstplangestaltung,Abteilungszeitplan für das Personal bereitstellen
43,Dienstplangestaltung,Freizeitaktivitäten fördern
44,Dienstplangestaltung,bei der Durchführung von Arbeit Zeitzonen berücksichtigen
45,Einführung in die Biografiearbeit mit alten Menschen,aufgezeichnete Quellen analysieren
46,Entbürokratisierung in der Pflege - SIS verstehen und anwenden,einen ganzheitlichen Ansatz in der Pflege anwenden
47,Entbürokratisierung in der Pflege - SIS verstehen und anwenden,szenische Elemente während der Aufführung ändern
48,Entbürokratisierung in der Pflege - SIS verstehen und anwenden,sich kritisch mit Problemen auseinandersetzen
49,Entbürokratisierung in der Pflege - SIS verstehen und anwenden,klinisches Denken anwenden
50,Expertenstandard - Was gibt es Neues?,andere Angehörige der Gesundheitsberufe betreuen
51,Expertenstandard - Was gibt es Neues?,medizinisches Personal hinsichtlich der Ernährung unterrichten
52,Expertenstandard - Was gibt es Neues?,Personen in der Fachkrankenpflege ausbilden
53,"Fachkraft für gerontopsychiatrische Betreuung und Pflege (zertifiziert, berufsbegleitend)",Fachdienste in der klinischen Psychologie
54,"Fachkraft für gerontopsychiatrische Betreuung und Pflege (zertifiziert, berufsbegleitend)",Psychologen/Psychologinnen assistieren
55,"Fachkraft für gerontopsychiatrische Betreuung und Pflege (zertifiziert, berufsbegleitend)",ein psychotherapeutisches Umfeld zur Verfügung stellen
56,"Fachkraft für gerontopsychiatrische Betreuung und Pflege (zertifiziert, berufsbegleitend)",Bedingungen für die berufliche Praxis der Gesundheitspsychologie
57,"Fachkraft für gerontopsychiatrische Betreuung und Pflege (zertifiziert, berufsbegleitend)",auf Heilhilfsberufe angewandte Sozialwissenschaften
58,Gerontopsychiatrische Grundlagen - Möglichkeiten personenzentrierter Kommunikation mit psychisch veränderten alten Menschen,Kommunikationsstörungen
59,Gerontopsychiatrische Grundlagen - Möglichkeiten personenzentrierter Kommunikation mit psychisch veränderten alten Menschen,Autismus
60,Gerontopsychiatrische Grundlagen - Möglichkeiten personenzentrierter Kommunikation mit psychisch veränderten alten Menschen,Diagnose psychischer Gesundheitsprobleme
61,Gerontopsychiatrische Grundlagen - Möglichkeiten personenzentrierter Kommunikation mit psychisch veränderten alten Menschen,bei Kommunikationsstörungen beraten
62,Hygienebeauftragte/-r in der Kita,Parasitologie
63,Hygienebeauftragte/-r in der Kita,pathogene Mikroorganismen
64,Hygienebeauftragte/-r in der Kita,medizinische Instrumente sterilisieren
65,Hygienebeauftragte/-r in der Kita,klinische Mikrobiologie
66,Hygienebeauftragte/-r in der Kita,"Mikrobiologie, Virologie und Infektionsepidemiologie"
67,Hygienebeauftragte/-r in der Pflege - kompakt (berufsbegleitend),Hygiene sicherstellen
68,Hygienebeauftragte/-r in der Pflege - kompakt (berufsbegleitend),Hygiene im Gesundheitsbereich
69,Hygienebeauftragte/-r in der Pflege - kompakt (berufsbegleitend),medizinische Instrumente sterilisieren
70,Hygienebeauftragte/-r in der Pflege - kompakt (berufsbegleitend),Tierhygienepraktiken anwenden
71,Hygienebeauftragte/-r in der Pflege - kompakt (berufsbegleitend),Hygienestandards durchsetzen
72,Klangtherapie (nach Peter Hess) in der Arbeit mit demenziell erkrankten Menschen,musiktherapeutische Gruppensitzungen organisieren
73,Kommunikation mit Sterbenden und deren Angehörigen: Zuhören - Reden - Verstehen,Kommunikation bei Grubenunfällen koordinieren
74,Kommunikation mit Sterbenden und deren Angehörigen: Zuhören - Reden - Verstehen,Mit Nutzern kommunizieren um Bedarfe zu erfassen
75,Kommunikation mit Sterbenden und deren Angehörigen: Zuhören - Reden - Verstehen,Informationsbedarf ermitteln
76,Kommunikation mit Sterbenden und deren Angehörigen: Zuhören - Reden - Verstehen,Nutzer/Nutzerinnen der sozialen Dienste bei bestimmten Kommunikationsbedarf unterstützen
77,Kommunikation mit Sterbenden und deren Angehörigen: Zuhören - Reden - Verstehen,therapeutische Kommunikationstechniken einsetzen
78,Konflikte im Team - praktische Lösungsmöglichkeiten,Konflikte lösen
79,Konflikte im Team - praktische Lösungsmöglichkeiten,Konfliktmanagement
80,Konflikte im Team - praktische Lösungsmöglichkeiten,Kunden/Kundinnen bei Entscheidungen während Beratungsgesprächen helfen
81,Konflikte im Team - praktische Lösungsmöglichkeiten,Sozialmediation
82,Konflikte im Team - praktische Lösungsmöglichkeiten,Kontakte zu Kollegen pflegen
83,Leitung einer Station im Krankenhaus bzw. eines Wohnbereiches in einer Pflegeeinrichtung (berufsbegleitend),Sicherheitstätigkeiten in Krankenhäusern ausüben
84,Leitung einer Station im Krankenhaus bzw. eines Wohnbereiches in einer Pflegeeinrichtung (berufsbegleitend),Pflegeleistungen in kommunalen Einrichtungen erbringen
85,Logopäde/-in,die psychologische Auswirkung von Sprachstörungen bewerten
86,Logopäde/-in,Sprachstörungen behandeln
87,Logopäde/-in,Autismus
88,Mitarbeitergespräche erfolgreich führen,auf Vorstellungsgespräch vorbereiten
89,Mitarbeitergespräche erfolgreich führen,Mitarbeiter/Mitarbeiterinnen coachen
90,Palliativpflege bei Demenz,Palliativpflege anbieten
91,Pflegedokumentation für Pflegehilfskräfte,Rechtsdokumente zusammenstellen
92,Pflegedokumentation für Pflegehilfskräfte,Validierung des durch Freiwilligenarbeit erworbenen Wissens
93,Pflegedokumentation für Pflegehilfskräfte,Fragen in Bezug auf Dokumente stellen
94,Pflegedokumentation für Pflegehilfskräfte,zur Überprüfung von Krankenakten beitragen
95,Pflegedokumentation für Pflegehilfskräfte,Archiv leiten
96,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 1 ""Führungsverständnis entwickeln""",in interdisziplinären Teams des Gesundheitswesens arbeiten
97,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 1 ""Führungsverständnis entwickeln""",ein Team leiten
98,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 1 ""Führungsverständnis entwickeln""",chiropraktisches Personal leiten
99,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 1 ""Führungsverständnis entwickeln""",Mitarbeiterführung in der Krankenpflege
100,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 1 ""Führungsverständnis entwickeln""",Pflege koordinieren
101,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 1 ""Konfliktmanagement für Führungskräfte""",in interdisziplinären Teams des Gesundheitswesens arbeiten
102,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 1 ""Konfliktmanagement für Führungskräfte""",ein Team leiten
103,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 1 ""Konfliktmanagement für Führungskräfte""",ein interdisziplinäres Team bei der Versorgung von Patienten/Patientinnen leiten
104,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 1 ""Konfliktmanagement für Führungskräfte""",Pflege koordinieren
105,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 1 ""Konfliktmanagement für Führungskräfte""",in interdisziplinären Teams der Notfallversorgung arbeiten
106,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 2 ""Kommunikationstraining""",ein Team leiten
107,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 2 ""Kommunikationstraining""",ein interdisziplinäres Team bei der Versorgung von Patienten/Patientinnen leiten
108,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 2 ""Kommunikationstraining""",in interdisziplinären Teams des Gesundheitswesens arbeiten
109,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 2 ""Kommunikationstraining""",chiropraktisches Personal leiten
110,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 2 ""Kommunikationstraining""",Pflege koordinieren
111,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 3 ""Teams erfolgreich leiten und führen""",ein Team leiten
112,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 3 ""Teams erfolgreich leiten und führen""",in interdisziplinären Teams des Gesundheitswesens arbeiten
113,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 3 ""Teams erfolgreich leiten und führen""",ein interdisziplinäres Team bei der Versorgung von Patienten/Patientinnen leiten
114,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 3 ""Teams erfolgreich leiten und führen""",chiropraktisches Personal leiten
115,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 3 ""Teams erfolgreich leiten und führen""",Pflege koordinieren
116,"Pflichtfortbildung für Betreuungskräfte gemäß §§ 43b, 53c SGB XI (ehem. § 87b) Angebot A	",professionelles Pilates-Verhalten an den Tag legen
117,"Pflichtfortbildung für Betreuungskräfte gemäß §§ 43b, 53c SGB XI (ehem. § 87b) Angebot A	",auf Vorstellungsgespräch vorbereiten
118,"Pflichtfortbildung für Betreuungskräfte gemäß §§ 43b, 53c SGB XI (ehem. § 87b) Angebot A	",Team für Sprechen und Sprache beaufsichtigen
119,"Qualifizierungslehrgang - Techniken der Behandlungspflege für Pflegehelfer/-innen (40 U.-Std.) gemäß §§ 132,132a SGBV (berufsbegleitend)",Krankenpflegekräfte beaufsichtigen
120,Refresher für Hygienebeauftragte + zweistündige Notfallschulung,pathogene Mikroorganismen
121,Refresher für Hygienebeauftragte + zweistündige Notfallschulung,medizinische Instrumente sterilisieren
122,Refresher für Hygienebeauftragte + zweistündige Notfallschulung,auf allergische Reaktionen auf Betäubungsmittel hinweisen
123,Religiös empfindende Menschen an ihrem Lebensende begleiten,Angehörige religiöser Berufsgruppen ausbilden
124,Schluckstörungen im Alter,Schluckstörungen behandeln
125,Sprach- und Sprechstörungen - besondere Herausforderungen in der Pflege,Sprachstörungen behandeln
126,Sprach- und Sprechstörungen - besondere Herausforderungen in der Pflege,Sprachstörungen diagnostizieren
127,Sprach- und Sprechstörungen - besondere Herausforderungen in der Pflege,Patienten/Patientinnen zur Verbesserung des Sprechvermögens beraten
128,Sprach- und Sprechstörungen - besondere Herausforderungen in der Pflege,mit Traumapatienten/Traumapatientinnen umgehen
129,Sprach- und Sprechstörungen - besondere Herausforderungen in der Pflege,Oraldolmetschen
130,Stressmanagement mit Humor und Resilienz - Online-Seminar,Stress in Organisationen bewältigen
131,Tiergestützte Therapie in der Altenpflege bei Menschen mit Demenz,tiergestützte Therapie
132,Tiergestützte Therapie in der Altenpflege bei Menschen mit Demenz,therapeutische Kommunikationstechniken einsetzen
133,Tiergestützte Therapie in der Altenpflege bei Menschen mit Demenz,Pflege für stationär behandelte Tiere
134,Tiergestützte Therapie in der Altenpflege bei Menschen mit Demenz,tierärztliche Kunden/Kundinnen betreuen
135,Tiergestützte Therapie in der Altenpflege bei Menschen mit Demenz,Tiere für Therapiezwecke ausbilden
136,"Umgang mit Aggression, Angst und Depression in der Gerontopsychiatrie",psychiatrische Symptome diagnostizieren
137,"Umgang mit Aggression, Angst und Depression in der Gerontopsychiatrie",auf extreme Emotionen von Nutzern/Nutzerinnen des Gesundheitssystems reagieren
138,"Umgang mit Aggression, Angst und Depression in der Gerontopsychiatrie",psychische Störungen diagnostizieren
139,"Umgang mit Aggression, Angst und Depression in der Gerontopsychiatrie",klinische psychologische Diagnostik anbieten
140,"Umgang mit Aggression, Angst und Depression in der Gerontopsychiatrie",chronisch Kranke psychologisch behandeln
141,Umgang mit Angehörigen von Menschen mit Demenz,Patienten/Patientinnen mit besonderen Bedürfnissen unterstützen
142,Validation - Kommunikation mit demenzerkrankten Menschen,Anweisungen im Sport geben
143,Validation - Kommunikation mit demenzerkrankten Menschen,harmonisches Verhältnis zu Kunden aufbauen
144,Validation - Kommunikation mit demenzerkrankten Menschen,Studierende bewerten
145,"Verantwortliche Pflegefachkraft für die ambulante und stationäre Pflege (zertifiziert, berufsbegleitend)",unter Aufsicht in der Pflege arbeiten
146,"Verantwortliche Pflegefachkraft für die ambulante und stationäre Pflege (zertifiziert, berufsbegleitend)",mit Krankenpflegepersonal arbeiten
147,"Verantwortliche Pflegefachkraft für die ambulante und stationäre Pflege (zertifiziert, berufsbegleitend)",in interdisziplinären Teams der Notfallversorgung arbeiten
148,"Verantwortliche Pflegefachkraft für die ambulante und stationäre Pflege (zertifiziert, berufsbegleitend)",Mitarbeiterführung in der Krankenpflege
149,"Verantwortliche Pflegefachkraft für die ambulante und stationäre Pflege (zertifiziert, berufsbegleitend)",Krankenpflegekräfte beaufsichtigen
150,AutoCAD - Grundkurs,CADD-Software
151,AutoCAD - Grundkurs,CAD-Technik für Absätze verwenden
152,AutoCAD - Grundkurs,CAD-Technik für Sohlen verwenden
153,AutoCAD - Grundkurs,2D-CAD-Technik bei der Erstellung von Mustern für Schuhwerk einsetzen
154,AutoCAD - Grundkurs,3D-CAD-Schuhprototypen entwerfen
155,Basiskurs Pflege,Grundlagen der Krankenpflege vermitteln
156,Basiskurs Pflege,Lebensmittelwissenschaften lehren
157,Basiskurs Pflege,medizinisches Personal hinsichtlich der Ernährung unterrichten
158,Basiskurs Pflege,Fell von Tieren pflegen
159,Basiskurs Pflege,die Grundlagen der Krankenpflege umsetzen
160,"Betreuungskräfte nach §§ 43b, 53c SGB XI",mit psychologischen Verhaltensmustern arbeiten
161,"Betreuungskräfte nach §§ 43b, 53c SGB XI","Prozesse, die die Gesundheitsversorgung beeinflussen, analysieren"
162,"Betreuungskräfte nach §§ 43b, 53c SGB XI",auf Heilhilfsberufe angewandte Sozialwissenschaften
163,"Betreuungskräfte nach §§ 43b, 53c SGB XI",Verhaltensneurologie
164,"Betreuungskräfte nach §§ 43b, 53c SGB XI",interdisziplinäre Kommunikation im psychosozialen Bereich
165,Blickpunkt Pflege,Patienten/Patientinnen mit besonderen Bedürfnissen unterstützen
166,Blickpunkt Pflege,Krankenpflegekräfte beaufsichtigen
167,Blickpunkt Pflege,besonderen Patientengruppen Pflege zuteilwerden lassen
168,Blickpunkt Pflege,Computerprogramme zur Verbesserung der Fähigkeiten von Patienten/Patientinnen einsetzen
169,Blickpunkt Pflege,chronisch Kranke psychologisch behandeln
170,CAD Fachkraft im Rahmen des Modulsystems Fertigungstechnik,CAD-Technik für Absätze verwenden
171,CAD Fachkraft im Rahmen des Modulsystems Fertigungstechnik,CAD-Technik für Sohlen verwenden
172,CAD Fachkraft im Rahmen des Modulsystems Fertigungstechnik,3D-CAD-Schuhprototypen entwerfen
173,CAD Fachkraft im Rahmen des Modulsystems Fertigungstechnik,2D-CAD-Technik bei der Erstellung von Mustern für Schuhwerk einsetzen
174,CAD Fachkraft im Rahmen des Modulsystems Fertigungstechnik,CADD-Software
175,Englisch für Anfänger,Englisch sprechen
176,Englisch für Anfänger,gesprochenes Englisch verstehen
177,Englisch für Anfänger,Englisch als Fremdsprache unterrichten
178,Englisch für Anfänger,EFL-Alphabetisierungskurs unterrichten
179,Englisch für Anfänger,Englisch schreiben
180,"Hausmeister/ -in, Hauswart/ -in, Haustechniker/ -in",Umweltbedingungen von Gewächshäusern koordinieren
181,Mechatronische Systeme im Rahmen des Modulsystems Fertigungstechnik,mechatronische Einheiten zusammenbauen
182,Mechatronische Systeme im Rahmen des Modulsystems Fertigungstechnik,Industrietechnik bedienen
183,Mechatronische Systeme im Rahmen des Modulsystems Fertigungstechnik,mikroelektronische mechanische Systeme
184,Mechatronische Systeme im Rahmen des Modulsystems Fertigungstechnik,Robotikkomponenten
185,Mechatronische Systeme im Rahmen des Modulsystems Fertigungstechnik,Landvermessungen durchführen
186,Motorsägekurs für Brennholzselbsterwerber,Nutzholz mit Maschinen mit Handvorschub verarbeiten
187,"Praxisnahe berufliche Weiterbildung für soziale Dienste, Hauskranken- und Altenpflege mit Erwerb des Führerscheins Klasse B",Bedingungen für die berufliche Praxis der Gesundheitspsychologie
188,"Praxisnahe berufliche Weiterbildung für soziale Dienste, Hauskranken- und Altenpflege mit Erwerb des Führerscheins Klasse B",Bedingungen für die berufliche Praxis der klinischen Psychologie
189,"Praxisnahe berufliche Weiterbildung für soziale Dienste, Hauskranken- und Altenpflege mit Erwerb des Führerscheins Klasse B",auf Heilhilfsberufe angewandte Sozialwissenschaften
190,"Praxisnahe berufliche Weiterbildung für soziale Dienste, Hauskranken- und Altenpflege mit Erwerb des Führerscheins Klasse B",Bedingungen für die berufliche Praxis der Psychotherapie
191,"Praxisnahe berufliche Weiterbildung für soziale Dienste, Hauskranken- und Altenpflege mit Erwerb des Führerscheins Klasse B",interdisziplinäre Kommunikation im psychosozialen Bereich
192,"Praxisnahe berufliche Weiterbildung für soziale Dienste, Hauskranken- und Altenpflege mit Erwerb des Führerscheins Klasse B",lebenslange berufliche Weiterbildung in Bereich der Sozialarbeit betreiben
193,"Praxisnahe berufliche Weiterbildung für soziale Dienste, Hauskranken- und Altenpflege mit Erwerb des Führerscheins Klasse B",Bedingungen für die berufliche Praxis der Gesundheitspsychologie
194,Umschulung für junge Eltern zum/-r Kaufmann/Kauffrau für Büromanagement (IHK),an akademischen Ausschüssen teilnehmen
195,Update Büro - Rationelles Arbeiten mit MS Office 2016/2019,Bürosoftware
196,10-Finger-Tastenschreiben,Techniken des Blindschreibens nutzen
197,Ausbildung der Ausbilder - für Fachwirte,Weiterbildungsbedarf ermitteln
198,Büromanagement & Selbstorganisation,organisiert arbeiten
199,Büromanagement & Selbstorganisation,routinemäßige Bürotätigkeiten durchführen
200,Büromanagement & Selbstorganisation,organisiert arbeiten
201,Büromanagement & Selbstorganisation,routinemäßige Bürotätigkeiten durchführen
202,Das aktuelle Reisekostenrecht - Wissensupdate,Reisetarife aushandeln
203,Das aktuelle Reisekostenrecht - Wissensupdate,Reisetarife aushandeln
204,Der optimale Bewerbungs- und Auswahlprozess,Workshops zur Arbeitssuche organisieren
205,Der optimale Bewerbungs- und Auswahlprozess,Workshops zur Arbeitssuche organisieren
206,Die persönliche Nachfolgestrategie - die optimale Planung für den Unternehmer,Daten für unternehmenspolitische Entscheidungen im Handel analysieren
207,Die persönliche Nachfolgestrategie - die optimale Planung für den Unternehmer,Daten für unternehmenspolitische Entscheidungen im Handel analysieren
208,Effektives Marketing - mit der passenden Strategie mehr erreichen ,Marketingmix
209,Effektives Marketing - mit der passenden Strategie mehr erreichen ,Netzwerk-Marketing
210,Effektives Marketing - mit der passenden Strategie mehr erreichen ,Marketingstrategie planen
211,Effektives Marketing - mit der passenden Strategie mehr erreichen ,Marketingstrategien umsetzen
212,Effektives Marketing - mit der passenden Strategie mehr erreichen ,Marketingmix
213,Effektives Marketing - mit der passenden Strategie mehr erreichen ,Netzwerk-Marketing
214,Effektives Marketing - mit der passenden Strategie mehr erreichen ,Marketingstrategie planen
215,Einführungsseminar Industriemeister/in Fachrichtung Metall/Elektro/Logistik,Chemie unterrichten
216,Einführungsseminar Industriemeister/in Fachrichtung Metall/Elektro/Logistik,Metallurgie
217,Excel Basiswissen,mathematische Grundkenntnisse vermitteln
218,Excel Basiswissen,mathematische Grundkenntnisse vermitteln
219,Fachkraft Ausbildung für nachhaltige Entwicklung (IHK) / Ausbildung trifft Nachhaltigkeit,lebenslange berufliche Weiterbildung in Bereich der Sozialarbeit betreiben
220,Fachkraft für 3D-Drucktechnologien (IHK),3D-CAD-Schuhprototypen entwerfen
221,Fachkraft für 3D-Drucktechnologien (IHK),CAD-Technik für Sohlen verwenden
222,Fachkraft für 3D-Drucktechnologien (IHK),CAD-Technik für Absätze verwenden
223,Fachkraft für 3D-Drucktechnologien (IHK),3D-Druckvorgang
224,Fachkraft für 3D-Drucktechnologien (IHK),2D-CAD-Technik bei der Erstellung von Mustern für Schuhwerk einsetzen
225,Fachkraft für 3D-Drucktechnologien (IHK),3D-CAD-Schuhprototypen entwerfen
226,Fachkraft für 3D-Drucktechnologien (IHK),CAD-Technik für Sohlen verwenden
227,Fachkraft für 3D-Drucktechnologien (IHK),CAD-Technik für Absätze verwenden
228,Fachkraft für 3D-Drucktechnologien (IHK),3D-Druckvorgang
229,Fachkraft für 3D-Drucktechnologien (IHK),2D-CAD-Technik bei der Erstellung von Mustern für Schuhwerk einsetzen
230,Fachkraft für Personalberatung und Personalvermittlung (IHK),Personalkapazität analysieren
231,Fachkraft für Personalberatung und Personalvermittlung (IHK),Fähigkeiten der Beschäftigten bewerten
232,Fachkraft für Personalberatung und Personalvermittlung (IHK),Arbeit von Mitarbeitern/Mitarbeiterinnen evaluieren
233,Fachkraft für Personalberatung und Personalvermittlung (IHK),Bewerbungsgespräche für die Auswahl von Mitgliedern des künstlerischen Teams durchführen
234,Fachkraft für Personalberatung und Personalvermittlung (IHK),Personal managen
235,Firmentexte ganz einfach schreiben ,Texte verfassen
236,Firmentexte ganz einfach schreiben ,Texte verfassen
237,"Fit für die IHK-Abschlussprüfung ""Wirtschafts- und Sozialkunde""",an akademischen Ausschüssen teilnehmen
238,"Fit für die IHK-Abschlussprüfung ""Wirtschafts- und Sozialkunde""",an akademischen Ausschüssen teilnehmen
239,Geprüfte Industriemeisterin/ Geprüfter Industriemeister - Fachrichtung Elektro/Logistik - Teil 1 Basisqualifikation,umwelttechnische Standortbewertung durchführen
240,Geprüfte Küchenmeisterin/ Geprüfter Küchenmeister,Küchenvorräte überwachen
241,Geprüfte Küchenmeisterin/ Geprüfter Küchenmeister,Küchenvorräte überwachen
242,Geprüfter Fachwirt im Gesundheits- und Sozialwesen,Anträge auf Sozialversicherungsleistungen prüfen
243,Geprüfter Fachwirt im Gesundheits- und Sozialwesen,Sozialversicherungsrecht
244,Geprüfter Fachwirt im Gesundheits- und Sozialwesen ,Anträge auf Sozialversicherungsleistungen prüfen
245,Geprüfter Fachwirt im Gesundheits- und Sozialwesen ,Gesundheitstest durchführen
246,HACCP-Seminar für die Gastronomie - Grundlagen der Gaststättenunterrichtung und Lebensmittelhygiene,Lebensmittelgesetzgebung
247,HACCP-Seminar für die Gastronomie - Grundlagen der Gaststättenunterrichtung und Lebensmittelhygiene,Lebensmittelwissenschaften lehren
248,HACCP-Seminar für die Gastronomie - Grundlagen der Gaststättenunterrichtung und Lebensmittelhygiene,Hygienevorschriften bei der Tierfütterung
249,HACCP-Seminar für die Gastronomie - Grundlagen der Gaststättenunterrichtung und Lebensmittelhygiene,Tierfutterprodukte
250,HACCP-Seminar für die Gastronomie - Grundlagen der Gaststättenunterrichtung und Lebensmittelhygiene,Nutzer/Nutzerinnen des Gesundheitssystems über richtige Ernährung instruieren
251,HACCP-Seminar für die Gastronomie - Grundlagen der Gaststättenunterrichtung und Lebensmittelhygiene,Lebensmittelgesetzgebung
