,course_name,skill_label
41,Berufspädagogische Pflichtfortbildung für Praxisanleiter/-innen (8 UE),Krankenpflegekräfte beaufsichtigen
42,Berufspädagogische Pflichtfortbildung für Praxisanleiter/-innen (8 UE),professionelle Krankenpflege anbieten
43,Berufspädagogische Pflichtfortbildung für Praxisanleiter/-innen (8 UE),Lernen im Gesundheitswesen fördern
44,Berufspädagogische Pflichtfortbildung für Praxisanleiter/-innen (8 UE),Qualität von Pflegedienstleistungen analysieren
45,Beschäftigungs- und Aktivierungstherapie für dementiell erkrankte alte Menschen in stationären Altenhilfeeinrichtungen,andere Angehörige der Gesundheitsberufe betreuen
46,Beschäftigungs- und Aktivierungstherapie für dementiell erkrankte alte Menschen in stationären Altenhilfeeinrichtungen,pädagogische Strategien zur Förderung der Kreativität nutzen
47,Beschäftigungs- und Aktivierungstherapie für dementiell erkrankte alte Menschen in stationären Altenhilfeeinrichtungen,therapeutische Kommunikationstechniken einsetzen
48,Beschäftigungs- und Aktivierungstherapie für dementiell erkrankte alte Menschen in stationären Altenhilfeeinrichtungen,ein Team leiten
49,Beschäftigungs- und Aktivierungstherapie für dementiell erkrankte alte Menschen in stationären Altenhilfeeinrichtungen,mit älteren Menschen kommunizieren
50,Beschäftigungs- und Aktivierungstherapie für dementiell erkrankte alte Menschen in stationären Altenhilfeeinrichtungen,ein interdisziplinäres Team bei der Versorgung von Patienten/Patientinnen leiten
51,"Betreuungskraft gem. §§ 43b, 53c SGB XI (berufsbegleitend)",Krankenpflegekräfte beaufsichtigen
52,Demenz und Recht: Rechtssicheres Handeln zwischen Freiheit und Sicherheit ,Bedürfnisse der Opfer von Straftaten
53,Demenz und Recht: Rechtssicheres Handeln zwischen Freiheit und Sicherheit ,Ersthilfe anwenden
54,Demenz und Recht: Rechtssicheres Handeln zwischen Freiheit und Sicherheit ,über Krankheitspräventionen informieren
55,Demenz und Recht: Rechtssicheres Handeln zwischen Freiheit und Sicherheit ,bei der Verabreichung von Medikamenten an ältere Personen assistieren
56,Demenz und Recht: Rechtssicheres Handeln zwischen Freiheit und Sicherheit ,Palliativpflege anbieten
57,Demenz und Recht: Rechtssicheres Handeln zwischen Freiheit und Sicherheit ,Rechtsvorschriften zur Gesundheitsfürsorge
58,Demenz und Recht: Rechtssicheres Handeln zwischen Freiheit und Sicherheit ,potenzielle Pflegeeltern evaluieren
59,Demenz und Recht: Rechtssicheres Handeln zwischen Freiheit und Sicherheit ,an die Umgebung in der Notfallpflege anpassen
60,Demenz und Recht: Rechtssicheres Handeln zwischen Freiheit und Sicherheit ,Ersthilfe
61,Demenz und Recht: Rechtssicheres Handeln zwischen Freiheit und Sicherheit ,Sozialversicherungsrecht
62,Dienstplangestaltung,Fehlzeiten von Personal überwachen
63,Dienstplangestaltung,Zeitabläufe in der Forstwirtschaft managen
64,Dienstplangestaltung,Abteilungszeitplan für das Personal bereitstellen
65,Dienstplangestaltung,Freizeitaktivitäten fördern
66,Dienstplangestaltung,bei der Durchführung von Arbeit Zeitzonen berücksichtigen
67,Dienstplangestaltung,Löhne berechnen
68,Dienstplangestaltung,die Verwendung von Freizeitanlagen planen
69,Dienstplangestaltung,Schichtdienst verrichten
70,Dienstplangestaltung,Tourneen organisieren
71,Dienstplangestaltung,Zeitpläne verwalten
72,Einführung in die Biografiearbeit mit alten Menschen,aufgezeichnete Quellen analysieren
73,Entbürokratisierung in der Pflege - SIS verstehen und anwenden,einen ganzheitlichen Ansatz in der Pflege anwenden
74,Entbürokratisierung in der Pflege - SIS verstehen und anwenden,szenische Elemente während der Aufführung ändern
75,Entbürokratisierung in der Pflege - SIS verstehen und anwenden,sich kritisch mit Problemen auseinandersetzen
76,Entbürokratisierung in der Pflege - SIS verstehen und anwenden,klinisches Denken anwenden
77,Expertenstandard - Was gibt es Neues?,andere Angehörige der Gesundheitsberufe betreuen
78,Expertenstandard - Was gibt es Neues?,medizinisches Personal hinsichtlich der Ernährung unterrichten
79,Expertenstandard - Was gibt es Neues?,Personen in der Fachkrankenpflege ausbilden
80,"Fachkraft für gerontopsychiatrische Betreuung und Pflege (zertifiziert, berufsbegleitend)",Fachdienste in der klinischen Psychologie
81,"Fachkraft für gerontopsychiatrische Betreuung und Pflege (zertifiziert, berufsbegleitend)",Psychologen/Psychologinnen assistieren
82,"Fachkraft für gerontopsychiatrische Betreuung und Pflege (zertifiziert, berufsbegleitend)",ein psychotherapeutisches Umfeld zur Verfügung stellen
83,"Fachkraft für gerontopsychiatrische Betreuung und Pflege (zertifiziert, berufsbegleitend)",Bedingungen für die berufliche Praxis der Gesundheitspsychologie
84,"Fachkraft für gerontopsychiatrische Betreuung und Pflege (zertifiziert, berufsbegleitend)",auf Heilhilfsberufe angewandte Sozialwissenschaften
85,"Fachkraft für gerontopsychiatrische Betreuung und Pflege (zertifiziert, berufsbegleitend)",Bedingungen für die berufliche Praxis der klinischen Psychologie
86,"Fachkraft für gerontopsychiatrische Betreuung und Pflege (zertifiziert, berufsbegleitend)",Bedingungen für die berufliche Praxis der Psychotherapie
87,"Fachkraft für gerontopsychiatrische Betreuung und Pflege (zertifiziert, berufsbegleitend)",Werbung für psycho-soziale Bildung machen
88,"Fachkraft für gerontopsychiatrische Betreuung und Pflege (zertifiziert, berufsbegleitend)",klinische psychologische Gutachten erstellen
89,"Fachkraft für gerontopsychiatrische Betreuung und Pflege (zertifiziert, berufsbegleitend)",Krankenpflegekräfte beaufsichtigen
90,Gerontopsychiatrische Grundlagen - Möglichkeiten personenzentrierter Kommunikation mit psychisch veränderten alten Menschen,Kommunikationsstörungen
91,Gerontopsychiatrische Grundlagen - Möglichkeiten personenzentrierter Kommunikation mit psychisch veränderten alten Menschen,Autismus
92,Gerontopsychiatrische Grundlagen - Möglichkeiten personenzentrierter Kommunikation mit psychisch veränderten alten Menschen,Diagnose psychischer Gesundheitsprobleme
93,Gerontopsychiatrische Grundlagen - Möglichkeiten personenzentrierter Kommunikation mit psychisch veränderten alten Menschen,bei Kommunikationsstörungen beraten
94,Hygienebeauftragte/-r in der Kita,Parasitologie
95,Hygienebeauftragte/-r in der Kita,pathogene Mikroorganismen
96,Hygienebeauftragte/-r in der Kita,medizinische Instrumente sterilisieren
97,Hygienebeauftragte/-r in der Kita,klinische Mikrobiologie
98,Hygienebeauftragte/-r in der Kita,"Mikrobiologie, Virologie und Infektionsepidemiologie"
99,Hygienebeauftragte/-r in der Kita,mikrobiologische Analysen von Lebensmitteln durchführen
100,Hygienebeauftragte/-r in der Pflege - kompakt (berufsbegleitend),Hygiene sicherstellen
101,Hygienebeauftragte/-r in der Pflege - kompakt (berufsbegleitend),Hygiene im Gesundheitsbereich
102,Hygienebeauftragte/-r in der Pflege - kompakt (berufsbegleitend),medizinische Instrumente sterilisieren
103,Hygienebeauftragte/-r in der Pflege - kompakt (berufsbegleitend),Tierhygienepraktiken anwenden
104,Hygienebeauftragte/-r in der Pflege - kompakt (berufsbegleitend),Hygienestandards durchsetzen
105,Hygienebeauftragte/-r in der Pflege - kompakt (berufsbegleitend),ein sicheres hygienisches und gesichertes Arbeitsumfeld bewahren
106,Hygienebeauftragte/-r in der Pflege - kompakt (berufsbegleitend),bei Reinigungsarbeiten persönliche Hygienestandards wahren
107,Hygienebeauftragte/-r in der Pflege - kompakt (berufsbegleitend),"Gesetzgebung zu Gesundheitsschutz, Sicherheit und Hygiene"
108,Hygienebeauftragte/-r in der Pflege - kompakt (berufsbegleitend),Maßnahmen zum Schutz von Gesundheit und Sicherheit in der Reinigungsbranche
109,Hygienebeauftragte/-r in der Pflege - kompakt (berufsbegleitend),Biosicherheit im Zusammenhang mit Tieren
110,Klangtherapie (nach Peter Hess) in der Arbeit mit demenziell erkrankten Menschen,musiktherapeutische Gruppensitzungen organisieren
111,Kommunikation mit Sterbenden und deren Angehörigen: Zuhören - Reden - Verstehen,Kommunikation bei Grubenunfällen koordinieren
112,Kommunikation mit Sterbenden und deren Angehörigen: Zuhören - Reden - Verstehen,Mit Nutzern kommunizieren um Bedarfe zu erfassen
113,Kommunikation mit Sterbenden und deren Angehörigen: Zuhören - Reden - Verstehen,Informationsbedarf ermitteln
114,Kommunikation mit Sterbenden und deren Angehörigen: Zuhören - Reden - Verstehen,Nutzer/Nutzerinnen der sozialen Dienste bei bestimmten Kommunikationsbedarf unterstützen
115,Kommunikation mit Sterbenden und deren Angehörigen: Zuhören - Reden - Verstehen,therapeutische Kommunikationstechniken einsetzen
116,Kommunikation mit Sterbenden und deren Angehörigen: Zuhören - Reden - Verstehen,Kommunikationsmethoden unterrichten
117,Kommunikation mit Sterbenden und deren Angehörigen: Zuhören - Reden - Verstehen,Hörgeschädigte unterstützen
118,Kommunikation mit Sterbenden und deren Angehörigen: Zuhören - Reden - Verstehen,Kommunikationstechniken nutzen
119,Kommunikation mit Sterbenden und deren Angehörigen: Zuhören - Reden - Verstehen,bilateral dolmetschen
120,Kommunikation mit Sterbenden und deren Angehörigen: Zuhören - Reden - Verstehen,bei Kommunikationsstörungen beraten
121,Konflikte im Team - praktische Lösungsmöglichkeiten,Konflikte lösen
122,Konflikte im Team - praktische Lösungsmöglichkeiten,Konfliktmanagement
123,Konflikte im Team - praktische Lösungsmöglichkeiten,Kunden/Kundinnen bei Entscheidungen während Beratungsgesprächen helfen
124,Konflikte im Team - praktische Lösungsmöglichkeiten,Sozialmediation
125,Konflikte im Team - praktische Lösungsmöglichkeiten,Kontakte zu Kollegen pflegen
126,Konflikte im Team - praktische Lösungsmöglichkeiten,mit aggressivem Verhalten umgehen
127,Konflikte im Team - praktische Lösungsmöglichkeiten,Beratung in Konfliktbewältigung leisten
128,Konflikte im Team - praktische Lösungsmöglichkeiten,"eine sichere Umgebung schaffen, um Teilnehmern/Teilnehmerinnen ein ungezwungenes Umfeld zu schaffen"
129,Konflikte im Team - praktische Lösungsmöglichkeiten,Konfliktmanagement anwenden
130,Leitung einer Station im Krankenhaus bzw. eines Wohnbereiches in einer Pflegeeinrichtung (berufsbegleitend),Sicherheitstätigkeiten in Krankenhäusern ausüben
131,Leitung einer Station im Krankenhaus bzw. eines Wohnbereiches in einer Pflegeeinrichtung (berufsbegleitend),Pflegeleistungen in kommunalen Einrichtungen erbringen
132,Logopäde/-in,die psychologische Auswirkung von Sprachstörungen bewerten
133,Logopäde/-in,Sprachstörungen behandeln
134,Logopäde/-in,Autismus
135,Mitarbeitergespräche erfolgreich führen,auf Vorstellungsgespräch vorbereiten
136,Mitarbeitergespräche erfolgreich führen,Mitarbeiter/Mitarbeiterinnen coachen
137,Palliativpflege bei Demenz,Palliativpflege anbieten
138,Pflegedokumentation für Pflegehilfskräfte,Rechtsdokumente zusammenstellen
139,Pflegedokumentation für Pflegehilfskräfte,Validierung des durch Freiwilligenarbeit erworbenen Wissens
140,Pflegedokumentation für Pflegehilfskräfte,Fragen in Bezug auf Dokumente stellen
141,Pflegedokumentation für Pflegehilfskräfte,zur Überprüfung von Krankenakten beitragen
142,Pflegedokumentation für Pflegehilfskräfte,Archiv leiten
143,Pflegedokumentation für Pflegehilfskräfte,Studierende bewerten
144,Pflegedokumentation für Pflegehilfskräfte,Lernen im Gesundheitswesen fördern
145,Pflegedokumentation für Pflegehilfskräfte,Sicherheitsmaßnahmen dokumentieren
146,Pflegedokumentation für Pflegehilfskräfte,Einhaltung von Wartungsvorschriften und Rechtsvorschriften sicherstellen
147,Pflegedokumentation für Pflegehilfskräfte,bei Rechtsstreitigkeiten helfen
148,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 1 ""Führungsverständnis entwickeln""",in interdisziplinären Teams des Gesundheitswesens arbeiten
149,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 1 ""Führungsverständnis entwickeln""",ein Team leiten
150,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 1 ""Führungsverständnis entwickeln""",chiropraktisches Personal leiten
151,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 1 ""Führungsverständnis entwickeln""",Mitarbeiterführung in der Krankenpflege
152,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 1 ""Führungsverständnis entwickeln""",Pflege koordinieren
153,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 1 ""Führungsverständnis entwickeln""",ein interdisziplinäres Team bei der Versorgung von Patienten/Patientinnen leiten
154,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 1 ""Konfliktmanagement für Führungskräfte""",in interdisziplinären Teams des Gesundheitswesens arbeiten
155,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 1 ""Konfliktmanagement für Führungskräfte""",ein Team leiten
156,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 1 ""Konfliktmanagement für Führungskräfte""",ein interdisziplinäres Team bei der Versorgung von Patienten/Patientinnen leiten
157,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 1 ""Konfliktmanagement für Führungskräfte""",Pflege koordinieren
158,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 1 ""Konfliktmanagement für Führungskräfte""",in interdisziplinären Teams der Notfallversorgung arbeiten
159,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 1 ""Konfliktmanagement für Führungskräfte""",chiropraktisches Personal leiten
160,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 2 ""Kommunikationstraining""",ein Team leiten
161,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 2 ""Kommunikationstraining""",ein interdisziplinäres Team bei der Versorgung von Patienten/Patientinnen leiten
162,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 2 ""Kommunikationstraining""",in interdisziplinären Teams des Gesundheitswesens arbeiten
163,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 2 ""Kommunikationstraining""",chiropraktisches Personal leiten
164,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 2 ""Kommunikationstraining""",Pflege koordinieren
165,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 3 ""Teams erfolgreich leiten und führen""",ein Team leiten
166,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 3 ""Teams erfolgreich leiten und führen""",in interdisziplinären Teams des Gesundheitswesens arbeiten
167,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 3 ""Teams erfolgreich leiten und führen""",ein interdisziplinäres Team bei der Versorgung von Patienten/Patientinnen leiten
168,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 3 ""Teams erfolgreich leiten und führen""",chiropraktisches Personal leiten
169,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 3 ""Teams erfolgreich leiten und führen""",Pflege koordinieren
170,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 3 ""Teams erfolgreich leiten und führen""",Mitarbeiterführung in der Krankenpflege
171,"Pflichtfortbildung für Betreuungskräfte gemäß §§ 43b, 53c SGB XI (ehem. § 87b) Angebot A	",professionelles Pilates-Verhalten an den Tag legen
172,"Pflichtfortbildung für Betreuungskräfte gemäß §§ 43b, 53c SGB XI (ehem. § 87b) Angebot A	",auf Vorstellungsgespräch vorbereiten
173,"Pflichtfortbildung für Betreuungskräfte gemäß §§ 43b, 53c SGB XI (ehem. § 87b) Angebot A	",Team für Sprechen und Sprache beaufsichtigen
174,"Qualifizierungslehrgang - Techniken der Behandlungspflege für Pflegehelfer/-innen (40 U.-Std.) gemäß §§ 132,132a SGBV (berufsbegleitend)",Krankenpflegekräfte beaufsichtigen
175,Refresher für Hygienebeauftragte + zweistündige Notfallschulung,pathogene Mikroorganismen
176,Refresher für Hygienebeauftragte + zweistündige Notfallschulung,medizinische Instrumente sterilisieren
177,Refresher für Hygienebeauftragte + zweistündige Notfallschulung,auf allergische Reaktionen auf Betäubungsmittel hinweisen
178,Religiös empfindende Menschen an ihrem Lebensende begleiten,Angehörige religiöser Berufsgruppen ausbilden
179,Schluckstörungen im Alter,Schluckstörungen behandeln
180,Sprach- und Sprechstörungen - besondere Herausforderungen in der Pflege,Sprachstörungen behandeln
181,Sprach- und Sprechstörungen - besondere Herausforderungen in der Pflege,Sprachstörungen diagnostizieren
182,Sprach- und Sprechstörungen - besondere Herausforderungen in der Pflege,Patienten/Patientinnen zur Verbesserung des Sprechvermögens beraten
183,Sprach- und Sprechstörungen - besondere Herausforderungen in der Pflege,mit Traumapatienten/Traumapatientinnen umgehen
184,Sprach- und Sprechstörungen - besondere Herausforderungen in der Pflege,Oraldolmetschen
185,Sprach- und Sprechstörungen - besondere Herausforderungen in der Pflege,Patienten/Patientinnen zu Möglichkeiten der Verbesserung des Hörvermögens beraten
186,Sprach- und Sprechstörungen - besondere Herausforderungen in der Pflege,Patienten/Patientinnen mit besonderen Bedürfnissen unterstützen
187,Sprach- und Sprechstörungen - besondere Herausforderungen in der Pflege,Fremdsprachen in der Betreuung von Patienten/Patientinnen verwenden
188,Sprach- und Sprechstörungen - besondere Herausforderungen in der Pflege,Teilleistungsschwächen
189,Sprach- und Sprechstörungen - besondere Herausforderungen in der Pflege,Kommunikationsmethoden unterrichten
190,Stressmanagement mit Humor und Resilienz - Online-Seminar,Stress in Organisationen bewältigen
191,Tiergestützte Therapie in der Altenpflege bei Menschen mit Demenz,tiergestützte Therapie
192,Tiergestützte Therapie in der Altenpflege bei Menschen mit Demenz,therapeutische Kommunikationstechniken einsetzen
193,Tiergestützte Therapie in der Altenpflege bei Menschen mit Demenz,Pflege für stationär behandelte Tiere
194,Tiergestützte Therapie in der Altenpflege bei Menschen mit Demenz,tierärztliche Kunden/Kundinnen betreuen
195,Tiergestützte Therapie in der Altenpflege bei Menschen mit Demenz,Tiere für Therapiezwecke ausbilden
196,Tiergestützte Therapie in der Altenpflege bei Menschen mit Demenz,psychomotorische Therapie
197,Tiergestützte Therapie in der Altenpflege bei Menschen mit Demenz,soziokultureller Kontext der Tierhaltung
198,Tiergestützte Therapie in der Altenpflege bei Menschen mit Demenz,bei der Verabreichung von Medikamenten an ältere Personen assistieren
199,Tiergestützte Therapie in der Altenpflege bei Menschen mit Demenz,Musiktherapieverfahren
200,Tiergestützte Therapie in der Altenpflege bei Menschen mit Demenz,Tierdressur
201,"Umgang mit Aggression, Angst und Depression in der Gerontopsychiatrie",psychiatrische Symptome diagnostizieren
202,"Umgang mit Aggression, Angst und Depression in der Gerontopsychiatrie",auf extreme Emotionen von Nutzern/Nutzerinnen des Gesundheitssystems reagieren
203,"Umgang mit Aggression, Angst und Depression in der Gerontopsychiatrie",psychische Störungen diagnostizieren
204,"Umgang mit Aggression, Angst und Depression in der Gerontopsychiatrie",klinische psychologische Diagnostik anbieten
205,"Umgang mit Aggression, Angst und Depression in der Gerontopsychiatrie",chronisch Kranke psychologisch behandeln
206,"Umgang mit Aggression, Angst und Depression in der Gerontopsychiatrie",klinische psychologische Gutachten erstellen
207,"Umgang mit Aggression, Angst und Depression in der Gerontopsychiatrie",psychologische Diagnostik
208,"Umgang mit Aggression, Angst und Depression in der Gerontopsychiatrie",klinische psychologische Unterstützung in Krisensituationen anbieten
209,"Umgang mit Aggression, Angst und Depression in der Gerontopsychiatrie",Aggressionsbewältigung
210,"Umgang mit Aggression, Angst und Depression in der Gerontopsychiatrie",mit psychologischen Verhaltensmustern arbeiten
211,Umgang mit Angehörigen von Menschen mit Demenz,Patienten/Patientinnen mit besonderen Bedürfnissen unterstützen
212,Validation - Kommunikation mit demenzerkrankten Menschen,Anweisungen im Sport geben
213,Validation - Kommunikation mit demenzerkrankten Menschen,harmonisches Verhältnis zu Kunden aufbauen
214,Validation - Kommunikation mit demenzerkrankten Menschen,Studierende bewerten
215,"Verantwortliche Pflegefachkraft für die ambulante und stationäre Pflege (zertifiziert, berufsbegleitend)",unter Aufsicht in der Pflege arbeiten
216,"Verantwortliche Pflegefachkraft für die ambulante und stationäre Pflege (zertifiziert, berufsbegleitend)",mit Krankenpflegepersonal arbeiten
217,"Verantwortliche Pflegefachkraft für die ambulante und stationäre Pflege (zertifiziert, berufsbegleitend)",in interdisziplinären Teams der Notfallversorgung arbeiten
218,"Verantwortliche Pflegefachkraft für die ambulante und stationäre Pflege (zertifiziert, berufsbegleitend)",Mitarbeiterführung in der Krankenpflege
219,"Verantwortliche Pflegefachkraft für die ambulante und stationäre Pflege (zertifiziert, berufsbegleitend)",Krankenpflegekräfte beaufsichtigen
220,"Verantwortliche Pflegefachkraft für die ambulante und stationäre Pflege (zertifiziert, berufsbegleitend)",ambulante Pflege anbieten
221,AutoCAD - Grundkurs,CADD-Software
222,AutoCAD - Grundkurs,CAD-Technik für Absätze verwenden
223,AutoCAD - Grundkurs,CAD-Technik für Sohlen verwenden
224,AutoCAD - Grundkurs,2D-CAD-Technik bei der Erstellung von Mustern für Schuhwerk einsetzen
225,AutoCAD - Grundkurs,3D-CAD-Schuhprototypen entwerfen
226,AutoCAD - Grundkurs,AutoCAD-Zeichnungen entwerfen
227,AutoCAD - Grundkurs,CAD-Technik für Leisten verwenden
228,AutoCAD - Grundkurs,3D-Visualisierungstechniken für Aufführungen einsetzen
229,Basiskurs Pflege,Grundlagen der Krankenpflege vermitteln
230,Basiskurs Pflege,Lebensmittelwissenschaften lehren
231,Basiskurs Pflege,medizinisches Personal hinsichtlich der Ernährung unterrichten
232,Basiskurs Pflege,Fell von Tieren pflegen
233,Basiskurs Pflege,die Grundlagen der Krankenpflege umsetzen
234,Basiskurs Pflege,"Gesundheits-, Sicherheits-, Hygiene- und andere wichtige Rechtsvorschriften in Bezug auf Lebensmittel einhalten"
235,Basiskurs Pflege,Wiederherstellung aller Organsysteme
236,Basiskurs Pflege,Tierfutterprodukte
237,Basiskurs Pflege,Nutzer/Nutzerinnen des Gesundheitssystems über richtige Ernährung instruieren
238,Basiskurs Pflege,orthopädische Erkrankungen
239,"Betreuungskräfte nach §§ 43b, 53c SGB XI",mit psychologischen Verhaltensmustern arbeiten
240,"Betreuungskräfte nach §§ 43b, 53c SGB XI","Prozesse, die die Gesundheitsversorgung beeinflussen, analysieren"
241,"Betreuungskräfte nach §§ 43b, 53c SGB XI",auf Heilhilfsberufe angewandte Sozialwissenschaften
242,"Betreuungskräfte nach §§ 43b, 53c SGB XI",Verhaltensneurologie
243,"Betreuungskräfte nach §§ 43b, 53c SGB XI",interdisziplinäre Kommunikation im psychosozialen Bereich
244,"Betreuungskräfte nach §§ 43b, 53c SGB XI",die Einhaltung von Gesundheits- Sicherheits- und Hygienestandards sicherstellen
