,course_name,skill_label
40,Demenz und Recht: Rechtssicheres Handeln zwischen Freiheit und Sicherheit ,über Krankheitspräventionen informieren
41,Demenz und Recht: Rechtssicheres Handeln zwischen Freiheit und Sicherheit ,bei der Verabreichung von Medikamenten an ältere Personen assistieren
42,Demenz und Recht: Rechtssicheres Handeln zwischen Freiheit und Sicherheit ,Palliativpflege anbieten
43,Dienstplangestaltung,Fehlzeiten von Personal überwachen
44,Dienstplangestaltung,Zeitabläufe in der Forstwirtschaft managen
45,Dienstplangestaltung,Abteilungszeitplan für das Personal bereitstellen
46,Dienstplangestaltung,Freizeitaktivitäten fördern
47,Dienstplangestaltung,bei der Durchführung von Arbeit Zeitzonen berücksichtigen
48,Einführung in die Biografiearbeit mit alten Menschen,aufgezeichnete Quellen analysieren
49,Entbürokratisierung in der Pflege - SIS verstehen und anwenden,einen ganzheitlichen Ansatz in der Pflege anwenden
50,Entbürokratisierung in der Pflege - SIS verstehen und anwenden,szenische Elemente während der Aufführung ändern
51,Entbürokratisierung in der Pflege - SIS verstehen und anwenden,sich kritisch mit Problemen auseinandersetzen
52,Entbürokratisierung in der Pflege - SIS verstehen und anwenden,klinisches Denken anwenden
53,Expertenstandard - Was gibt es Neues?,andere Angehörige der Gesundheitsberufe betreuen
54,Expertenstandard - Was gibt es Neues?,medizinisches Personal hinsichtlich der Ernährung unterrichten
55,Expertenstandard - Was gibt es Neues?,Personen in der Fachkrankenpflege ausbilden
56,Expertenstandard - Was gibt es Neues?,professionelle Netzwerke aufbauen
57,"Fachkraft für gerontopsychiatrische Betreuung und Pflege (zertifiziert, berufsbegleitend)",Fachdienste in der klinischen Psychologie
58,"Fachkraft für gerontopsychiatrische Betreuung und Pflege (zertifiziert, berufsbegleitend)",Psychologen/Psychologinnen assistieren
59,"Fachkraft für gerontopsychiatrische Betreuung und Pflege (zertifiziert, berufsbegleitend)",ein psychotherapeutisches Umfeld zur Verfügung stellen
60,"Fachkraft für gerontopsychiatrische Betreuung und Pflege (zertifiziert, berufsbegleitend)",Bedingungen für die berufliche Praxis der Gesundheitspsychologie
61,"Fachkraft für gerontopsychiatrische Betreuung und Pflege (zertifiziert, berufsbegleitend)",auf Heilhilfsberufe angewandte Sozialwissenschaften
62,Gerontopsychiatrische Grundlagen - Möglichkeiten personenzentrierter Kommunikation mit psychisch veränderten alten Menschen,Kommunikationsstörungen
63,Gerontopsychiatrische Grundlagen - Möglichkeiten personenzentrierter Kommunikation mit psychisch veränderten alten Menschen,Autismus
64,Gerontopsychiatrische Grundlagen - Möglichkeiten personenzentrierter Kommunikation mit psychisch veränderten alten Menschen,Diagnose psychischer Gesundheitsprobleme
65,Gerontopsychiatrische Grundlagen - Möglichkeiten personenzentrierter Kommunikation mit psychisch veränderten alten Menschen,bei Kommunikationsstörungen beraten
66,Gerontopsychiatrische Grundlagen - Möglichkeiten personenzentrierter Kommunikation mit psychisch veränderten alten Menschen,Erkrankungen älterer Menschen behandeln
67,Hygienebeauftragte/-r in der Kita,Parasitologie
68,Hygienebeauftragte/-r in der Kita,pathogene Mikroorganismen
69,Hygienebeauftragte/-r in der Kita,medizinische Instrumente sterilisieren
70,Hygienebeauftragte/-r in der Kita,klinische Mikrobiologie
71,Hygienebeauftragte/-r in der Kita,"Mikrobiologie, Virologie und Infektionsepidemiologie"
72,Hygienebeauftragte/-r in der Pflege - kompakt (berufsbegleitend),Hygiene sicherstellen
73,Hygienebeauftragte/-r in der Pflege - kompakt (berufsbegleitend),Hygiene im Gesundheitsbereich
74,Hygienebeauftragte/-r in der Pflege - kompakt (berufsbegleitend),medizinische Instrumente sterilisieren
75,Hygienebeauftragte/-r in der Pflege - kompakt (berufsbegleitend),Tierhygienepraktiken anwenden
76,Hygienebeauftragte/-r in der Pflege - kompakt (berufsbegleitend),Hygienestandards durchsetzen
77,Klangtherapie (nach Peter Hess) in der Arbeit mit demenziell erkrankten Menschen,musiktherapeutische Gruppensitzungen organisieren
78,Klangtherapie (nach Peter Hess) in der Arbeit mit demenziell erkrankten Menschen,Musikrepertoire für Therapiezwecke aufführen
79,Kommunikation mit Sterbenden und deren Angehörigen: Zuhören - Reden - Verstehen,Kommunikation bei Grubenunfällen koordinieren
80,Kommunikation mit Sterbenden und deren Angehörigen: Zuhören - Reden - Verstehen,Mit Nutzern kommunizieren um Bedarfe zu erfassen
81,Kommunikation mit Sterbenden und deren Angehörigen: Zuhören - Reden - Verstehen,Informationsbedarf ermitteln
82,Kommunikation mit Sterbenden und deren Angehörigen: Zuhören - Reden - Verstehen,Nutzer/Nutzerinnen der sozialen Dienste bei bestimmten Kommunikationsbedarf unterstützen
83,Kommunikation mit Sterbenden und deren Angehörigen: Zuhören - Reden - Verstehen,therapeutische Kommunikationstechniken einsetzen
84,Konflikte im Team - praktische Lösungsmöglichkeiten,Konflikte lösen
85,Konflikte im Team - praktische Lösungsmöglichkeiten,Konfliktmanagement
86,Konflikte im Team - praktische Lösungsmöglichkeiten,Kunden/Kundinnen bei Entscheidungen während Beratungsgesprächen helfen
87,Konflikte im Team - praktische Lösungsmöglichkeiten,Sozialmediation
88,Konflikte im Team - praktische Lösungsmöglichkeiten,Kontakte zu Kollegen pflegen
89,Leitung einer Station im Krankenhaus bzw. eines Wohnbereiches in einer Pflegeeinrichtung (berufsbegleitend),Sicherheitstätigkeiten in Krankenhäusern ausüben
90,Leitung einer Station im Krankenhaus bzw. eines Wohnbereiches in einer Pflegeeinrichtung (berufsbegleitend),Pflegeleistungen in kommunalen Einrichtungen erbringen
91,Logopäde/-in,die psychologische Auswirkung von Sprachstörungen bewerten
92,Logopäde/-in,Sprachstörungen behandeln
93,Logopäde/-in,Autismus
94,Mitarbeitergespräche erfolgreich führen,auf Vorstellungsgespräch vorbereiten
95,Mitarbeitergespräche erfolgreich führen,Mitarbeiter/Mitarbeiterinnen coachen
96,Mitarbeitergespräche erfolgreich führen,Mitarbeiter und Mitarbeiterinnen motivieren
97,Palliative Care (berufsbegleitend)	,Krankenpflegekräfte beaufsichtigen
98,Palliative Care (berufsbegleitend)	,über Palliativpflege informieren
99,Palliativpflege bei Demenz,Palliativpflege anbieten
100,Pflegedokumentation für Pflegehilfskräfte,Rechtsdokumente zusammenstellen
101,Pflegedokumentation für Pflegehilfskräfte,Validierung des durch Freiwilligenarbeit erworbenen Wissens
102,Pflegedokumentation für Pflegehilfskräfte,Fragen in Bezug auf Dokumente stellen
103,Pflegedokumentation für Pflegehilfskräfte,zur Überprüfung von Krankenakten beitragen
104,Pflegedokumentation für Pflegehilfskräfte,Archiv leiten
105,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 1 ""Führungsverständnis entwickeln""",in interdisziplinären Teams des Gesundheitswesens arbeiten
106,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 1 ""Führungsverständnis entwickeln""",ein Team leiten
107,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 1 ""Führungsverständnis entwickeln""",chiropraktisches Personal leiten
108,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 1 ""Führungsverständnis entwickeln""",Mitarbeiterführung in der Krankenpflege
109,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 1 ""Führungsverständnis entwickeln""",Pflege koordinieren
110,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 1 ""Konfliktmanagement für Führungskräfte""",in interdisziplinären Teams des Gesundheitswesens arbeiten
111,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 1 ""Konfliktmanagement für Führungskräfte""",ein Team leiten
112,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 1 ""Konfliktmanagement für Führungskräfte""",ein interdisziplinäres Team bei der Versorgung von Patienten/Patientinnen leiten
113,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 1 ""Konfliktmanagement für Führungskräfte""",Pflege koordinieren
114,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 1 ""Konfliktmanagement für Führungskräfte""",in interdisziplinären Teams der Notfallversorgung arbeiten
115,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 2 ""Kommunikationstraining""",ein Team leiten
116,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 2 ""Kommunikationstraining""",ein interdisziplinäres Team bei der Versorgung von Patienten/Patientinnen leiten
117,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 2 ""Kommunikationstraining""",in interdisziplinären Teams des Gesundheitswesens arbeiten
118,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 2 ""Kommunikationstraining""",chiropraktisches Personal leiten
119,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 2 ""Kommunikationstraining""",Pflege koordinieren
120,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 3 ""Teams erfolgreich leiten und führen""",ein Team leiten
121,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 3 ""Teams erfolgreich leiten und führen""",in interdisziplinären Teams des Gesundheitswesens arbeiten
122,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 3 ""Teams erfolgreich leiten und führen""",ein interdisziplinäres Team bei der Versorgung von Patienten/Patientinnen leiten
123,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 3 ""Teams erfolgreich leiten und führen""",chiropraktisches Personal leiten
124,"Pflegeteams erfolgreich leiten und führen (4 Module &#8211; einzeln buchbar) Modul 3 ""Teams erfolgreich leiten und führen""",Pflege koordinieren
125,"Pflichtfortbildung für Betreuungskräfte gemäß §§ 43b, 53c SGB XI (ehem. § 87b) Angebot A	",professionelles Pilates-Verhalten an den Tag legen
126,"Pflichtfortbildung für Betreuungskräfte gemäß §§ 43b, 53c SGB XI (ehem. § 87b) Angebot A	",auf Vorstellungsgespräch vorbereiten
127,"Pflichtfortbildung für Betreuungskräfte gemäß §§ 43b, 53c SGB XI (ehem. § 87b) Angebot A	",Team für Sprechen und Sprache beaufsichtigen
128,"Pflichtfortbildung für Betreuungskräfte gemäß §§ 43b, 53c SGB XI (ehem. § 87b) Angebot A	",professionelle Einstellung zum Kunden an den Tag legen
129,"Pflichtfortbildung für Betreuungskräfte gemäß §§ 43b, 53c SGB XI (ehem. § 87b) Angebot A	",mit pädagogischem Betreuungspersonal zusammenarbeiten
130,"Praxisanleiter/-in (300 Unterrichtsstunden, zertifiziert, berufsbegleitend)",Krankenpflegekräfte beaufsichtigen
131,"Qualifizierungslehrgang - Techniken der Behandlungspflege für Pflegehelfer/-innen (40 U.-Std.) gemäß §§ 132,132a SGBV (berufsbegleitend)",Krankenpflegekräfte beaufsichtigen
132,Refresher für Hygienebeauftragte + zweistündige Notfallschulung,pathogene Mikroorganismen
133,Refresher für Hygienebeauftragte + zweistündige Notfallschulung,medizinische Instrumente sterilisieren
134,Refresher für Hygienebeauftragte + zweistündige Notfallschulung,auf allergische Reaktionen auf Betäubungsmittel hinweisen
135,Refresher für Hygienebeauftragte + zweistündige Notfallschulung,Hygienestandards durchsetzen
136,Religiös empfindende Menschen an ihrem Lebensende begleiten,Angehörige religiöser Berufsgruppen ausbilden
137,Schluckstörungen im Alter,Schluckstörungen behandeln
138,Sprach- und Sprechstörungen - besondere Herausforderungen in der Pflege,Sprachstörungen behandeln
139,Sprach- und Sprechstörungen - besondere Herausforderungen in der Pflege,Sprachstörungen diagnostizieren
140,Sprach- und Sprechstörungen - besondere Herausforderungen in der Pflege,Patienten/Patientinnen zur Verbesserung des Sprechvermögens beraten
141,Sprach- und Sprechstörungen - besondere Herausforderungen in der Pflege,mit Traumapatienten/Traumapatientinnen umgehen
142,Sprach- und Sprechstörungen - besondere Herausforderungen in der Pflege,Oraldolmetschen
143,Stressmanagement mit Humor und Resilienz - Online-Seminar,Stress in Organisationen bewältigen
144,Tiergestützte Therapie in der Altenpflege bei Menschen mit Demenz,tiergestützte Therapie
145,Tiergestützte Therapie in der Altenpflege bei Menschen mit Demenz,therapeutische Kommunikationstechniken einsetzen
146,Tiergestützte Therapie in der Altenpflege bei Menschen mit Demenz,Pflege für stationär behandelte Tiere
147,Tiergestützte Therapie in der Altenpflege bei Menschen mit Demenz,tierärztliche Kunden/Kundinnen betreuen
148,Tiergestützte Therapie in der Altenpflege bei Menschen mit Demenz,Tiere für Therapiezwecke ausbilden
149,"Umgang mit Aggression, Angst und Depression in der Gerontopsychiatrie",psychiatrische Symptome diagnostizieren
150,"Umgang mit Aggression, Angst und Depression in der Gerontopsychiatrie",auf extreme Emotionen von Nutzern/Nutzerinnen des Gesundheitssystems reagieren
151,"Umgang mit Aggression, Angst und Depression in der Gerontopsychiatrie",psychische Störungen diagnostizieren
152,"Umgang mit Aggression, Angst und Depression in der Gerontopsychiatrie",klinische psychologische Diagnostik anbieten
153,"Umgang mit Aggression, Angst und Depression in der Gerontopsychiatrie",chronisch Kranke psychologisch behandeln
154,Umgang mit Angehörigen von Menschen mit Demenz,Patienten/Patientinnen mit besonderen Bedürfnissen unterstützen
155,Umgang mit Angehörigen von Menschen mit Demenz,andere Angehörige der Gesundheitsberufe betreuen
156,Validation - Kommunikation mit demenzerkrankten Menschen,Anweisungen im Sport geben
157,Validation - Kommunikation mit demenzerkrankten Menschen,harmonisches Verhältnis zu Kunden aufbauen
158,Validation - Kommunikation mit demenzerkrankten Menschen,Studierende bewerten
159,"Verantwortliche Pflegefachkraft für die ambulante und stationäre Pflege (zertifiziert, berufsbegleitend)",unter Aufsicht in der Pflege arbeiten
160,"Verantwortliche Pflegefachkraft für die ambulante und stationäre Pflege (zertifiziert, berufsbegleitend)",mit Krankenpflegepersonal arbeiten
161,"Verantwortliche Pflegefachkraft für die ambulante und stationäre Pflege (zertifiziert, berufsbegleitend)",in interdisziplinären Teams der Notfallversorgung arbeiten
162,"Verantwortliche Pflegefachkraft für die ambulante und stationäre Pflege (zertifiziert, berufsbegleitend)",Mitarbeiterführung in der Krankenpflege
163,"Verantwortliche Pflegefachkraft für die ambulante und stationäre Pflege (zertifiziert, berufsbegleitend)",Krankenpflegekräfte beaufsichtigen
164,AutoCAD - Grundkurs,CADD-Software
165,AutoCAD - Grundkurs,CAD-Technik für Absätze verwenden
166,AutoCAD - Grundkurs,CAD-Technik für Sohlen verwenden
167,AutoCAD - Grundkurs,2D-CAD-Technik bei der Erstellung von Mustern für Schuhwerk einsetzen
168,AutoCAD - Grundkurs,3D-CAD-Schuhprototypen entwerfen
169,Basiskurs Pflege,Grundlagen der Krankenpflege vermitteln
170,Basiskurs Pflege,Lebensmittelwissenschaften lehren
171,Basiskurs Pflege,medizinisches Personal hinsichtlich der Ernährung unterrichten
172,Basiskurs Pflege,Fell von Tieren pflegen
173,Basiskurs Pflege,die Grundlagen der Krankenpflege umsetzen
174,Berufsstart für Migranten und Migrantinnen,für Sicherheit in Haftanstalten sorgen
175,Berufsstart für Migranten und Migrantinnen,Einwanderungsrecht anwenden
176,Berufsstart für Migranten und Migrantinnen,Einwanderungsrecht
177,Berufsstart für Migranten und Migrantinnen,Zugang zu Diensten ermöglichen
178,"Betreuungskräfte nach §§ 43b, 53c SGB XI",mit psychologischen Verhaltensmustern arbeiten
179,"Betreuungskräfte nach §§ 43b, 53c SGB XI","Prozesse, die die Gesundheitsversorgung beeinflussen, analysieren"
180,"Betreuungskräfte nach §§ 43b, 53c SGB XI",auf Heilhilfsberufe angewandte Sozialwissenschaften
181,"Betreuungskräfte nach §§ 43b, 53c SGB XI",Verhaltensneurologie
182,"Betreuungskräfte nach §§ 43b, 53c SGB XI",interdisziplinäre Kommunikation im psychosozialen Bereich
183,Blickpunkt Pflege,Patienten/Patientinnen mit besonderen Bedürfnissen unterstützen
184,Blickpunkt Pflege,Krankenpflegekräfte beaufsichtigen
185,Blickpunkt Pflege,besonderen Patientengruppen Pflege zuteilwerden lassen
186,Blickpunkt Pflege,Computerprogramme zur Verbesserung der Fähigkeiten von Patienten/Patientinnen einsetzen
187,Blickpunkt Pflege,chronisch Kranke psychologisch behandeln
188,CAD Fachkraft im Rahmen des Modulsystems Fertigungstechnik,CAD-Technik für Absätze verwenden
189,CAD Fachkraft im Rahmen des Modulsystems Fertigungstechnik,CAD-Technik für Sohlen verwenden
190,CAD Fachkraft im Rahmen des Modulsystems Fertigungstechnik,3D-CAD-Schuhprototypen entwerfen
191,CAD Fachkraft im Rahmen des Modulsystems Fertigungstechnik,2D-CAD-Technik bei der Erstellung von Mustern für Schuhwerk einsetzen
192,CAD Fachkraft im Rahmen des Modulsystems Fertigungstechnik,CADD-Software
193,Englisch für Anfänger,Englisch sprechen
194,Englisch für Anfänger,gesprochenes Englisch verstehen
195,Englisch für Anfänger,Englisch als Fremdsprache unterrichten
196,Englisch für Anfänger,EFL-Alphabetisierungskurs unterrichten
197,Englisch für Anfänger,Englisch schreiben
198,"Hausmeister/ -in, Hauswart/ -in, Haustechniker/ -in",Umweltbedingungen von Gewächshäusern koordinieren
199,"Hausmeister/ -in, Hauswart/ -in, Haustechniker/ -in",Kunden und Kundinnen über Baustoffe informieren
200,"Hausmeister/ -in, Hauswart/ -in, Haustechniker/ -in",Gesundheitsschutz- und Sicherheitsvorkehrungen im Bauwesen beachten
201,"Hausmeister/ -in, Hauswart/ -in, Haustechniker/ -in",ressourceneffiziente Technologien im Gastgewerbe einsetzen
202,Mechatronische Systeme im Rahmen des Modulsystems Fertigungstechnik,mechatronische Einheiten zusammenbauen
203,Mechatronische Systeme im Rahmen des Modulsystems Fertigungstechnik,Industrietechnik bedienen
204,Mechatronische Systeme im Rahmen des Modulsystems Fertigungstechnik,mikroelektronische mechanische Systeme
205,Mechatronische Systeme im Rahmen des Modulsystems Fertigungstechnik,Robotikkomponenten
206,Mechatronische Systeme im Rahmen des Modulsystems Fertigungstechnik,Landvermessungen durchführen
207,Motorsägekurs für Brennholzselbsterwerber,Nutzholz mit Maschinen mit Handvorschub verarbeiten
208,Motorsägekurs für Brennholzselbsterwerber,Feuer machen
209,Motorsägekurs für Brennholzselbsterwerber,Ausreißen bei der Holzverarbeitung verhindern
210,Motorsägekurs für Brennholzselbsterwerber,Holzhackmaschinenarten
211,"Praxisnahe berufliche Weiterbildung für soziale Dienste, Hauskranken- und Altenpflege mit Erwerb des Führerscheins Klasse B",Bedingungen für die berufliche Praxis der Gesundheitspsychologie
212,"Praxisnahe berufliche Weiterbildung für soziale Dienste, Hauskranken- und Altenpflege mit Erwerb des Führerscheins Klasse B",Bedingungen für die berufliche Praxis der klinischen Psychologie
213,"Praxisnahe berufliche Weiterbildung für soziale Dienste, Hauskranken- und Altenpflege mit Erwerb des Führerscheins Klasse B",auf Heilhilfsberufe angewandte Sozialwissenschaften
214,"Praxisnahe berufliche Weiterbildung für soziale Dienste, Hauskranken- und Altenpflege mit Erwerb des Führerscheins Klasse B",Bedingungen für die berufliche Praxis der Psychotherapie
215,"Praxisnahe berufliche Weiterbildung für soziale Dienste, Hauskranken- und Altenpflege mit Erwerb des Führerscheins Klasse B",interdisziplinäre Kommunikation im psychosozialen Bereich
216,"Praxisnahe berufliche Weiterbildung für soziale Dienste, Hauskranken- und Altenpflege mit Erwerb des Führerscheins Klasse B",lebenslange berufliche Weiterbildung in Bereich der Sozialarbeit betreiben
217,"Praxisnahe berufliche Weiterbildung für soziale Dienste, Hauskranken- und Altenpflege mit Erwerb des Führerscheins Klasse B",Bedingungen für die berufliche Praxis der Gesundheitspsychologie
218,"Praxisnahe berufliche Weiterbildung für soziale Dienste, Hauskranken- und Altenpflege mit Erwerb des Führerscheins Klasse B",Bedingungen für die berufliche Praxis der klinischen Psychologie
219,"Praxisnahe berufliche Weiterbildung für soziale Dienste, Hauskranken- und Altenpflege mit Erwerb des Führerscheins Klasse B",Auszubildende in den sozialen Diensten beaufsichtigen
220,Umschulung für junge Eltern zum/-r Kaufmann/Kauffrau für Büromanagement (IHK),an akademischen Ausschüssen teilnehmen
221,Umschulung zum/ zur Holzmechaniker/in,Möbelholzarten
222,Update Büro - Rationelles Arbeiten mit MS Office 2016/2019,Bürosoftware
223,10-Finger-Tastenschreiben,Techniken des Blindschreibens nutzen
224,10-Finger-Tastenschreiben,Fingersprache
225,Ausbildung der Ausbilder - für Fachwirte,Weiterbildungsbedarf ermitteln
226,Ausbildung der Ausbilder - Vorbereitung auf die AEVO-Prüfung,Prüfungen für Berufsausbildungskurse vorbereiten
227,Ausbildung der Ausbilder - Vorbereitung auf die AEVO-Prüfung,Prüfungen für Berufsausbildungskurse vorbereiten
228,Büromanagement & Selbstorganisation,organisiert arbeiten
229,Büromanagement & Selbstorganisation,routinemäßige Bürotätigkeiten durchführen
230,Büromanagement & Selbstorganisation,Büroverwaltung
231,Büromanagement & Selbstorganisation,Verwaltungsdokumente führen
232,Büromanagement & Selbstorganisation,Büromaterialbestand verwalten
233,Büromanagement & Selbstorganisation,organisiert arbeiten
234,Büromanagement & Selbstorganisation,routinemäßige Bürotätigkeiten durchführen
235,Büromanagement & Selbstorganisation,Büroverwaltung
236,Büromanagement & Selbstorganisation,Verwaltungsdokumente führen
237,Büromanagement & Selbstorganisation,Büromaterialbestand verwalten
238,Controlling für Einsteiger,Kostenrechnungstätigkeiten durchführen
239,Das aktuelle Reisekostenrecht - Wissensupdate,Reisetarife aushandeln
240,Das aktuelle Reisekostenrecht - Wissensupdate,Reisetarife aushandeln
241,Der optimale Bewerbungs- und Auswahlprozess,Workshops zur Arbeitssuche organisieren
242,Der optimale Bewerbungs- und Auswahlprozess,Workshops zur Arbeitssuche organisieren
243,Die persönliche Nachfolgestrategie - die optimale Planung für den Unternehmer,Daten für unternehmenspolitische Entscheidungen im Handel analysieren
244,Die persönliche Nachfolgestrategie - die optimale Planung für den Unternehmer,Marketingplan für Schuhwerk umsetzen
245,Die persönliche Nachfolgestrategie - die optimale Planung für den Unternehmer,potenzielle Märkte für Unternehmen ermitteln
246,Die persönliche Nachfolgestrategie - die optimale Planung für den Unternehmer,Daten für unternehmenspolitische Entscheidungen im Handel analysieren
247,Die persönliche Nachfolgestrategie - die optimale Planung für den Unternehmer,Marketingplan für Schuhwerk umsetzen
248,Die persönliche Nachfolgestrategie - die optimale Planung für den Unternehmer,potenzielle Märkte für Unternehmen ermitteln
249,Effektives Marketing - mit der passenden Strategie mehr erreichen ,Marketingmix
250,Effektives Marketing - mit der passenden Strategie mehr erreichen ,Netzwerk-Marketing
251,Effektives Marketing - mit der passenden Strategie mehr erreichen ,Marketingstrategie planen
252,Effektives Marketing - mit der passenden Strategie mehr erreichen ,Marketingstrategien umsetzen
253,Effektives Marketing - mit der passenden Strategie mehr erreichen ,Abläufe in der Marketingabteilung
