conceptType,conceptUri,preferredLabel,altLabels,hiddenLabels,status,modifiedDate,scopeNote,inScheme,description,code
SkillGroup,http://data.europa.eu/esco/skill/S4.9.0,Treffen von Entscheidungen,,,released,2021-12-17T12:52:46.944Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S4.9.0
SkillGroup,http://data.europa.eu/esco/skill/S5,Arbeiten mit Computern,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S5
SkillGroup,http://data.europa.eu/esco/skill/S5.0,Arbeiten mit Computern,,,released,2020-12-07T11:28:54.535Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S5.0
SkillGroup,http://data.europa.eu/esco/skill/S5.0.0,Arbeiten mit Computern,,,released,2021-09-16T17:48:30.49Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S5.0.0
SkillGroup,http://data.europa.eu/esco/skill/S5.1,Programmierung von Computersystemen,,,released,2021-07-09T16:07:23.426Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S5.1
SkillGroup,http://data.europa.eu/esco/skill/S5.1.0,Programmierung von Computersystemen,,,released,2021-07-09T16:08:18.11Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S5.1.0
SkillGroup,http://data.europa.eu/esco/skill/S5.2,Aufbau und Schutz von Computersystemen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S5.2
SkillGroup,http://data.europa.eu/esco/skill/S5.2.0,Aufbau und Schutz von Computersystemen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S5.2.0
SkillGroup,http://data.europa.eu/esco/skill/S5.2.1,Einrichten von Computersystemen,,,released,2020-12-09T15:08:11.43Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S5.2.1
SkillGroup,http://data.europa.eu/esco/skill/S5.2.2,Schützen von IKT-Geräten,,,released,2021-09-24T16:34:47.664Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S5.2.2
SkillGroup,http://data.europa.eu/esco/skill/S5.2.3,Lösen von Computerproblemen,,,released,2021-09-16T17:48:22.348Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S5.2.3
SkillGroup,http://data.europa.eu/esco/skill/S5.5,Zugreifen auf und Analyse von digitalen Daten,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S5.5
SkillGroup,http://data.europa.eu/esco/skill/S5.5.0,Zugreifen auf und Analyse von digitalen Daten,,,released,2021-09-24T16:38:38.771Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S5.5.0
SkillGroup,http://data.europa.eu/esco/skill/S5.5.1,"Browsen, Suchen und Filtern digitaler Daten",,,released,2021-09-24T16:38:20.533Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S5.5.1
SkillGroup,http://data.europa.eu/esco/skill/S5.5.2,Verwalten und Analysieren digitaler Daten,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S5.5.2
SkillGroup,http://data.europa.eu/esco/skill/S5.6,"Nutzung digitaler Tools für die Zusammenarbeit, Inhaltserstellung und Problemlösung",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S5.6
SkillGroup,http://data.europa.eu/esco/skill/S5.6.0,"Nutzung digitaler Tools für die Zusammenarbeit, Inhaltserstellung und Problemlösung",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S5.6.0
SkillGroup,http://data.europa.eu/esco/skill/S5.6.1,Nutzung digitaler Tools für Zusammenarbeit und Produktivität,,,released,2021-09-24T16:39:43.877Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S5.6.1
SkillGroup,http://data.europa.eu/esco/skill/S5.6.2,"Nutzung von Software für die Textverarbeitung, -veröffentlichung und -präsentation",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S5.6.2
SkillGroup,http://data.europa.eu/esco/skill/S5.6.3,Nutzung computergestützter Tools zum Konstruieren und Zeichnen,,,released,2020-12-08T09:05:43.258Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S5.6.3
SkillGroup,http://data.europa.eu/esco/skill/S5.6.4,Nutzung computergestützter Tools zum Bearbeiten von Ton und Bild,,,released,2020-12-03T09:34:17.228Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S5.6.4
SkillGroup,http://data.europa.eu/esco/skill/S5.7,Nutzung digitaler Tools für die Steuerung von Maschinen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S5.7
SkillGroup,http://data.europa.eu/esco/skill/S5.7.0,Nutzung digitaler Tools für die Steuerung von Maschinen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S5.7.0
SkillGroup,http://data.europa.eu/esco/skill/S6,Handhabung/Transport und Bewegung,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S6
SkillGroup,http://data.europa.eu/esco/skill/S6.0,Handhabung/Transport und Bewegung,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S6.0
SkillGroup,http://data.europa.eu/esco/skill/S6.0.0,Handhabung/Transport und Bewegung,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S6.0.0
SkillGroup,http://data.europa.eu/esco/skill/S6.1,Sortierung und Verpackung von Waren und Materialien,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S6.1
SkillGroup,http://data.europa.eu/esco/skill/S6.1.0,Sortierung und Verpackung von Waren und Materialien,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S6.1.0
SkillGroup,http://data.europa.eu/esco/skill/S6.1.1,Sortieren von Materialien oder Produkten,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S6.1.1
SkillGroup,http://data.europa.eu/esco/skill/S6.1.2,Kennzeichnen von Materialien oder Gegenständen zwecks Identifizierung,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S6.1.2
SkillGroup,http://data.europa.eu/esco/skill/S6.1.3,Verpacken von Gegenständen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S6.1.3
SkillGroup,http://data.europa.eu/esco/skill/S6.11,Reinigung,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S6.11
SkillGroup,http://data.europa.eu/esco/skill/S6.11.0,Reinigung,,,released,2021-08-06T10:25:31.866Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S6.11.0
SkillGroup,http://data.europa.eu/esco/skill/S6.11.1,"Reinigen von Werkzeugen, Ausrüstungen, Werkstücken und Fahrzeugen",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S6.11.1
SkillGroup,http://data.europa.eu/esco/skill/S6.11.2,Innen- und Außenreinigung von Gebäuden,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S6.11.2
SkillGroup,http://data.europa.eu/esco/skill/S6.11.3,Reinigen von Außenbereichen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S6.11.3
SkillGroup,http://data.europa.eu/esco/skill/S6.12,Waschen und Pflegen von Textilien und Kleidung,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S6.12
SkillGroup,http://data.europa.eu/esco/skill/S6.12.0,Waschen und Pflegen von Textilien und Kleidung,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S6.12.0
SkillGroup,http://data.europa.eu/esco/skill/S6.13,Bewirtschaftung von Abfällen und gefährlichen Stoffen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S6.13
SkillGroup,http://data.europa.eu/esco/skill/S6.13.0,Bewirtschaftung von Abfällen und gefährlichen Stoffen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S6.13.0
SkillGroup,http://data.europa.eu/esco/skill/S6.13.1,Umgang mit und Entsorgung von Gefahrstoffen,,,released,2020-12-10T16:33:16.662Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S6.13.1
SkillGroup,http://data.europa.eu/esco/skill/S6.13.2,Entsorgung von ungefährlichen Abfällen oder Schutt,,,released,2020-12-10T16:56:34.388Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S6.13.2
SkillGroup,http://data.europa.eu/esco/skill/S6.2,Bewegen und Heben,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S6.2
SkillGroup,http://data.europa.eu/esco/skill/S6.2.0,Bewegen und Heben,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S6.2.0
SkillGroup,http://data.europa.eu/esco/skill/S6.2.1,Be- und Entladen von Waren und Materialien,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S6.2.1
SkillGroup,http://data.europa.eu/esco/skill/S6.2.2,"Befördern oder Heben von Materialien, Ausrüstungen oder Zubehör",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S6.2.2
SkillGroup,http://data.europa.eu/esco/skill/S6.2.3,Lagern von Waren und Materialien,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S6.2.3
SkillGroup,http://data.europa.eu/esco/skill/S6.2.4,Klettern,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S6.2.4
SkillGroup,http://data.europa.eu/esco/skill/S6.3,Umwandeln und Vermischen von Materialien,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S6.3
SkillGroup,http://data.europa.eu/esco/skill/S6.3.0,Umwandeln und Vermischen von Materialien,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S6.3.0
SkillGroup,http://data.europa.eu/esco/skill/S6.3.1,Zubereiten von Gemischen oder Lösungen,,,released,2020-12-09T08:40:02.853Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S6.3.1
SkillGroup,http://data.europa.eu/esco/skill/S6.3.3,Vorbereiten industrieller Materialien für die Verarbeitung oder Verwendung,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S6.3.3
SkillGroup,http://data.europa.eu/esco/skill/S6.3.6,Sammeln und Vorbereiten von Proben oder Materialien für Tests,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S6.3.6
SkillGroup,http://data.europa.eu/esco/skill/S6.4,Hegen von Pflanzen und Nutzpflanzen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S6.4
SkillGroup,http://data.europa.eu/esco/skill/S6.4.0,Hegen von Pflanzen und Nutzpflanzen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S6.4.0
SkillGroup,http://data.europa.eu/esco/skill/S6.4.1,Bewirtschaften von Land und Anbau von Nutzpflanzen,,,released,2021-12-13T21:32:11.472Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S6.4.1
SkillGroup,http://data.europa.eu/esco/skill/S6.4.2,"Pflanzen von Nutzpflanzen, Bäumen oder anderen Gewächsen",,,released,2021-09-15T10:15:23.552Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S6.4.2
SkillGroup,http://data.europa.eu/esco/skill/S6.4.3,"Stutzen, Beschneiden und Abernten von Bäumen, Nutzpflanzen und anderen Gewächsen",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S6.4.3
SkillGroup,http://data.europa.eu/esco/skill/S6.5,Zusammenbau und Herstellung von Erzeugnissen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S6.5
SkillGroup,http://data.europa.eu/esco/skill/S6.5.0,Zusammenbau und Herstellung von Erzeugnissen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S6.5.0
SkillGroup,http://data.europa.eu/esco/skill/S6.5.1,Herstellen von Präzisionsinstrumenten oder Schmuck,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S6.5.1
SkillGroup,http://data.europa.eu/esco/skill/S6.5.2,Herstellen medizinischer Geräte und Prothesen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S6.5.2
SkillGroup,http://data.europa.eu/esco/skill/S6.5.3,Zusammenbauen elektrischer und elektronischer Produkte,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S6.5.3
SkillGroup,http://data.europa.eu/esco/skill/S6.5.4,Montage mechanischer Erzeugnisse,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S6.5.4
SkillGroup,http://data.europa.eu/esco/skill/S6.5.5,Zusammenbauen von Möbeln,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S6.5.5
SkillGroup,http://data.europa.eu/esco/skill/S6.5.6,Herstellen von Bekleidung und Textilwaren,,,released,2020-12-07T14:51:41.895Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S6.5.6
SkillGroup,http://data.europa.eu/esco/skill/S6.5.7,Herstellen von Lebensmitteln und ähnlichen Erzeugnissen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S6.5.7
SkillGroup,http://data.europa.eu/esco/skill/S6.5.8,Herstellen von Tabakerzeugnissen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S6.5.8
SkillGroup,http://data.europa.eu/esco/skill/S6.6,"Herstellung von Gussformen, Guss-Stücken, Modellen und Mustern",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S6.6
SkillGroup,http://data.europa.eu/esco/skill/S6.6.0,"Herstellung von Gussformen, Guss-Stücken, Modellen und Mustern",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S6.6.0
SkillGroup,http://data.europa.eu/esco/skill/S6.6.1,Herstellen von Produktionsformen und Guss-Stücken,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S6.6.1
SkillGroup,http://data.europa.eu/esco/skill/S6.6.2,Erstellen von Mustern und Vorlagen,,,released,2020-12-07T14:54:09.56Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S6.6.2
SkillGroup,http://data.europa.eu/esco/skill/S6.6.3,Herstellen von Modellen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S6.6.3
SkillGroup,http://data.europa.eu/esco/skill/S6.7,Verwendung von Handwerkzeugen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S6.7
SkillGroup,http://data.europa.eu/esco/skill/S6.7.0,Verwendung von Handwerkzeugen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S6.7.0
SkillGroup,http://data.europa.eu/esco/skill/S6.7.1,Schneiden von Materialien und Bohren von Löchern,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S6.7.1
SkillGroup,http://data.europa.eu/esco/skill/S6.7.2,Formen von Materialien für das Kreieren von Produkten,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S6.7.2
SkillGroup,http://data.europa.eu/esco/skill/S6.7.3,Glätten von Oberflächen von Gegenständen oder Ausrüstungen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S6.7.3
SkillGroup,http://data.europa.eu/esco/skill/S6.7.4,Verwenden von Präzisionshandwerkzeugen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S6.7.4
SkillGroup,http://data.europa.eu/esco/skill/S6.7.5,"Hämmern, Nageln und Vernieten",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S6.7.5
SkillGroup,http://data.europa.eu/esco/skill/S6.8,"Positionieren von Materialien, Werkzeugen und Ausrüstungen",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S6.8
SkillGroup,http://data.europa.eu/esco/skill/S6.8.0,"Positionieren von Materialien, Werkzeugen und Ausrüstungen",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S6.8.0
SkillGroup,http://data.europa.eu/esco/skill/S6.8.1,Positionieren von Werkzeugen oder Ausrüstung,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S6.8.1
SkillGroup,http://data.europa.eu/esco/skill/S6.8.2,Positionieren von Werkstücken oder Werkstoffen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S6.8.2
SkillGroup,http://data.europa.eu/esco/skill/S6.9,Handhabung/Transport von Tieren,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S6.9
SkillGroup,http://data.europa.eu/esco/skill/S6.9.0,Handhabung/Transport von Tieren,,,released,2021-09-15T09:05:01.998Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S6.9.0
SkillGroup,http://data.europa.eu/esco/skill/S6.9.1,Hegen und Züchten von Tieren,,,released,2021-09-15T10:08:50.441Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S6.9.1
SkillGroup,http://data.europa.eu/esco/skill/S6.9.2,Hegen und Züchten von Wassertieren,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S6.9.2
SkillGroup,http://data.europa.eu/esco/skill/S6.9.3,Transportieren und Hüten von Tieren,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S6.9.3
SkillGroup,http://data.europa.eu/esco/skill/S6.9.4,"Jagen, Fangen und Schlachten von Tieren",,,released,2021-09-15T09:04:46.824Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S6.9.4
SkillGroup,http://data.europa.eu/esco/skill/S6.9.5,Füttern und Striegeln von Tieren,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S6.9.5
SkillGroup,http://data.europa.eu/esco/skill/S6.9.6,Trainieren von Tieren,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S6.9.6
SkillGroup,http://data.europa.eu/esco/skill/S6.9.7,Tiere therapieren oder tierärztlich behandeln,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S6.9.7
SkillGroup,http://data.europa.eu/esco/skill/S7,Bau,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S7
SkillGroup,http://data.europa.eu/esco/skill/S7.0,Bau,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S7.0
SkillGroup,http://data.europa.eu/esco/skill/S7.0.0,Bau,,,released,2020-12-10T13:23:35.251Z,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S7.0.0
SkillGroup,http://data.europa.eu/esco/skill/S7.1,Bau und Instandsetzung von Strukturen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S7.1
SkillGroup,http://data.europa.eu/esco/skill/S7.1.0,Bau und Instandsetzung von Strukturen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S7.1.0
SkillGroup,http://data.europa.eu/esco/skill/S7.1.1,Verbauen von Materialien für Mauerwerk,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S7.1.1
SkillGroup,http://data.europa.eu/esco/skill/S7.1.2,Installation von Bauelementen aus Metall,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S7.1.2
SkillGroup,http://data.europa.eu/esco/skill/S7.1.3,Installation von Bauelementen aus Holz,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S7.1.3
SkillGroup,http://data.europa.eu/esco/skill/S7.1.4,Einbau von Betonteilen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S7.1.4
SkillGroup,http://data.europa.eu/esco/skill/S7.1.5,Einbau von Dächern,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S7.1.5
SkillGroup,http://data.europa.eu/esco/skill/S7.1.6,"Zusammenfügen von Teilen mithilfe von Löt-, Schweiß- oder Hartlöttechniken",,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S7.1.6
SkillGroup,http://data.europa.eu/esco/skill/S7.1.7,Installation und Montage von Bauvorrichtungen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S7.1.7
SkillGroup,http://data.europa.eu/esco/skill/S7.1.8,Installation und Montage von Ausrüstungsgegenständen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S7.1.8
SkillGroup,http://data.europa.eu/esco/skill/S7.2,Installation von Innen- oder Außeninfrastrukturen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S7.2
SkillGroup,http://data.europa.eu/esco/skill/S7.2.0,Installation von Innen- oder Außeninfrastrukturen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S7.2.0
SkillGroup,http://data.europa.eu/esco/skill/S7.2.1,"Installation von Heizungs-, Lüftungs- und Klimaanlagen",,,released,2020-12-08T11:23:48.839Z,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S7.2.1
SkillGroup,http://data.europa.eu/esco/skill/S7.2.2,Installation von sanitären Anlagen und Rohrleitungsausrüstungen und -systemen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S7.2.2
SkillGroup,http://data.europa.eu/esco/skill/S7.2.3,Einbau von Isoliermaterialien,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S7.2.3
SkillGroup,http://data.europa.eu/esco/skill/S7.3,Endbearbeitung von Innen- oder Außeninfrastrukturen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills
http://data.europa.eu/esco/concept-scheme/skills-hierarchy",,S7.3
SkillGroup,http://data.europa.eu/esco/skill/S7.3.0,Endbearbeitung von Innen- oder Außeninfrastrukturen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S7.3.0
SkillGroup,http://data.europa.eu/esco/skill/S7.3.1,Aufbringen von Werkstoffen zum Auffüllen von Zwischenräumen in Oberflächen,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S7.3.1
SkillGroup,http://data.europa.eu/esco/skill/S7.3.2,Aufbringen von texturierten Beschichtungen oder Beschichtungen für Bauzwecke,,,released,,,"http://data.europa.eu/esco/concept-scheme/skills-hierarchy
http://data.europa.eu/esco/concept-scheme/skills",,S7.3.2
